property_id;reference;status;type;localisation;prix;prix_type;surface_m2;agence;telephone;description;url;image_url;date_scraping
101498;27356;VENTE;Appartement;CITÉ EL WAFA AFH 2;;Prix sur demande;141;CENTURY 21 Challenge;21626577000;Century21 Challenge vous propose à la vente un appartement S+3 d’une superficie de 141m², situé dans une résidence à AFH 2, cité Wafa, Nabeul. L’appartement bénéficie d’un certificat de propriété individuel et...;https://century21.tn/property/a-vendre-appartement-s3-cite-el-wafa-afh-2/;https://logis.fra1.digitaloceanspaces.com/10/Properties/125497/conversions/x6KxR9VCiSsaHHh3-thumb.jpg?c=1;14/02/2026 16:20
100794;774111;LOCATION;Bureau;ROUTE DE LA MARSA;;Prix sur demande;270;CENTURY 21 Invest;+216 50 950 000;L’agence Immobilière Century 21 Invest vous propose pour la location un plateau de 270 m² à usage bureautique sur la route de la Marsa. Il se compose de : – 9 bureaux...;https://century21.tn/property/a-louer-plateau-de-270-m%c2%b2-a-usage-bureautique-sur-la-route-de-la-marsa/;https://logis.fra1.digitaloceanspaces.com/4/Properties/124639/conversions/vn1rrEffahajLab8-thumb.jpg?c=1;14/02/2026 16:20
94980;439349;VENTE;Appartement;CITÉ UNIVERSITAIRE;;Prix sur demande;70;CENTURY 21 Challenge;21626577000;L’agence Century 21 Challenge vous propose à la vente un appartement S+2 d’une superficie de 70 m², offrant un cadre de vie agréable. Idéalement situé à El Mrezga, à proximité de toutes...;https://century21.tn/property/a-vendre-appartement-s1-cite-universitaire/;https://logis.fra1.digitaloceanspaces.com/10/Properties/96385/conversions/HeGzaxB9XnDe2day-thumb.jpg?c=1;14/02/2026 16:20
101405;198228;VENTE;Duplex;HAMMAMET SUD;;Prix sur demande;274;CENTURY 21 Challenge;21626577000;L’agence immobilière Century 21 Challenge vous propose un duplex direct promoteur, situé au 1er étage d’une résidence haut standing, calme, gardée et sécurisée, à Hammamet Sud. Superficie couverte : 200 m² Composition...;https://century21.tn/property/a-vendre-duplex-s2-hammamet-sud-2/;https://logis.fra1.digitaloceanspaces.com/10/Properties/125358/conversions/2s4Z1D10MuWRzaB2-thumb.jpg?c=1;14/02/2026 16:20
100027;569634;DIRECT PROMOTEUR;Appartement;JARDINS DE CARTHAGE;;Prix sur demande;138;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la vente un appartement S+3 neuf promoteur situé aux jardins de Carthage Typologie : S+3 Superficie : 138 m² Il se compose comme suit...;https://century21.tn/property/a-vendre-appartement-s3-jardins-de-carthage-2/;https://logis.fra1.digitaloceanspaces.com/4/Properties/123941/conversions/oFOpQf8l7NcJITiV-thumb.jpg?c=1;14/02/2026 16:20
101279;665330;VENTE;Appartement;HAMMAMET SUD;;Prix sur demande;130;CENTURY 21 Challenge;21626577000;L’agence immobilière Century 21 Challenge vous propose à la vente un appartement S+2 direct promoteur situé au 1er étage d’une résidence haut standing, calme et sécurisée – Résidence Théâtre, Hammamet Sud. Superficie...;https://century21.tn/property/a-vendre-appartement-s2-hammamet-sud/;https://logis.fra1.digitaloceanspaces.com/10/Properties/125175/conversions/IPAZHfDJPcqlL4b0-thumb.jpg?c=1;14/02/2026 16:20
101264;558995;VENTE;Duplex;HAMMAMET SUD;;Prix sur demande;280;CENTURY 21 Challenge;21626577000;L’agence immobilière Century 21 Challenge vous propose à la vente un duplex avec piscine direct promoteur situé dans une résidence calme et sécurisée – Résidence Théâtre, Hammamet Sud. Superficie couverte : 200...;https://century21.tn/property/a-vendre-duplex-s2-hammamet-sud/;https://logis.fra1.digitaloceanspaces.com/10/Properties/125148/conversions/UBycEiFAIc69dFsp-thumb.jpg?c=1;14/02/2026 16:20
101257;40548;VENTE;Appartement;CITÉ EL WAFA AFH 2;;Prix sur demande;69;CENTURY 21 Challenge;21626577000;L’agence Century21 Challenge vous propose à la vente un appartement S+1 direct promoteur d’une superficie de 69 m², situé dans une résidence récemment construite à Cité Wafa – AFH2, Nabeul. Orienté Est,...;https://century21.tn/property/a-vendre-appartement-s1-cite-el-wafa-afh-2/;https://logis.fra1.digitaloceanspaces.com/10/Properties/125213/conversions/LvBKQREZIcnWlWWR-thumb.jpg?c=1;14/02/2026 16:20
101244;865549-2;VENTE;Villa;NABEUL;;Prix sur demande;150;CENTURY 21 Challenge;21626577000;L’agence immobilière Century 21 Challenge vous propose pour la vente une villa à rénover sur une route à fort achalandage à Nabeul centre. – Superficie terrain : 456m² – Superficie bâti :...;https://century21.tn/property/a-vendre-villa-456m2-a-nabeul/;https://logis.fra1.digitaloceanspaces.com/10/Properties/100510/conversions/MPv4qroj355gNpbv-thumb.jpg?c=1;14/02/2026 16:20
101237;187394-2;VENTE;Villa;NABEUL CENTRE;;Prix sur demande;1702;CENTURY 21 Challenge;21626577000;L’agence Immobilière Century21 Challenge vous propose à la vente une propriété de 1702 m2 au centre ville de Nabeul cette propriété comprend un terrain sur le quel est édifié une villa en...;https://century21.tn/property/a-vendre-villa-1702m2-a-nabeul-centre/;https://logis.fra1.digitaloceanspaces.com/10/Properties/100112/conversions/y2YIjYdM42dPIkJT-thumb.jpg?c=1;14/02/2026 16:20
101028;602397;LOCATION;Villa;GAMMARTH SUP;;Prix sur demande;480;CENTURY 21 Prestige;+216 2009 2000;Century 21 Prestige vous propose à la location cette Villa vue sur Mer de 480m² bâtie sur un terrain de 680m² en S+4, située dans un quartier prisé de Gammarth Supérieur. Elle...;https://century21.tn/property/a-louer-villa-s4-gammarth-sup/;https://logis.fra1.digitaloceanspaces.com/8/Properties/124991/conversions/8xqyrO1rY2KqYk8f-thumb.jpg?c=1;14/02/2026 16:21
96954;216179;VENTE;Villa;CITE EL GHAZALA 1;;Prix sur demande;420;CENTURY 21 Patrimoine;+216 25 333 290;L’agence immobilière Century 21 Patrimoine vous propose à la vente une villa indépendante, située dans un quartier résidentiel a La Ghazella, proche de toutes commodités. Édifiée sur deux niveaux séparés, cette propriété...;https://century21.tn/property/a-vendre-villa-s7-cite-el-ghazala-1/;https://logis.fra1.digitaloceanspaces.com/11/Properties/120482/conversions/mQhFyVYuLgvsHmGd-thumb.jpg?c=1;14/02/2026 16:21
101138;333435;VENTE;;NABEUL;;Prix sur demande;2645;CENTURY 21 Challenge;21626577000;L’agence immobilière Century21 Challenge vous propose à la vente un terrain à usage industriel situé au centre de la zone industrielle de Nabeul en deuxième position par rapport à la route de...;https://century21.tn/property/a-vendre-terrain-industriel-de-2645m2-a-nabeul/;https://logis.fra1.digitaloceanspaces.com/Logos%20%26%20Images/Login%20Images/KS4cbEdlbRhExx1fgzhX8P1SFCVbCNRw1Xmts9l5.jpg?c=1;14/02/2026 16:21
98249;474286;VENTE;Villa;EL MENZAH 9;;Prix sur demande;600;CENTURY 21 Patrimoine;+216 25 333 290;L’agence Century 21 PATRIMOINE vous propose une villa située dans un secteur prisé de Menzah 9, avec une surface bâtie de 600 m² sur un terrain de 533 m². Composition : La...;https://century21.tn/property/a-vendre-une-villa-a-el-menzah-9/;https://logis.fra1.digitaloceanspaces.com/11/Properties/118390/conversions/pXLc3FkzcJf54Ytm-thumb.jpg?c=1;14/02/2026 16:21
101065;575347-5;VENTE;Appartement;ROUTE DE LA MARSA;;Prix sur demande;208;CENTURY 21 Prestige;+216 2009 2000;Century 21 Prestige met à la vente un appartement de 208m² haut standing en S+3 Ain Zaghouan sur la route de la Marsa -Un salon avec balcon -Deux suites avec dressing -Une...;https://century21.tn/property/a-vendre-appartement-s3-route-de-la-marsa/;https://logis.fra1.digitaloceanspaces.com/8/Properties/70784/conversions/w5SDHtY2KrjdneGM-thumb.jpg?c=1;14/02/2026 16:21
100834;997526;LOCATION;Appartement;MARSA PLAGE;;Prix sur demande;48;CENTURY 21 Prestige;+216 2009 2000;Century 21 Prestige vous propose à la location cet appartement en S+1 situé dans une résidence Pieds dans l’eau à la Marsa Plage, récemment rénové. Il se compose comme suit : –...;https://century21.tn/property/a-louer-appartement-s1-marsa-plage/;https://logis.fra1.digitaloceanspaces.com/8/Properties/124908/YCW2AL3VnAnvTJzc.png?c=1;14/02/2026 16:21
100272;246784;LOCATION MEUBLÉ;Appartement;LA SOUKRA;;Prix sur demande;200;CENTURY 21 Prestige;+216 2009 2000;Century 21 Prestige met en location un appartement meublé S+3 de 200m² à la Soukra Fattouma Bourguiba. Il se compose comme suit : -Un salon et salle à manger avec balcon -Un...;https://century21.tn/property/a-louer-appartement-s3-meuble-la-soukra-2/;https://logis.fra1.digitaloceanspaces.com/8/Properties/124207/conversions/yLwMSq9VgNvJnVga-thumb.jpg?c=1;14/02/2026 16:21
98303;809609;LOCATION;Villa;MARSA VILLE;;Prix sur demande;250;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest met à votre disposition une villa indépendante avec une très belle vue dégagée pour un usage habitation /bureautique , située dans un quartier stratégique et facilement accessible...;https://century21.tn/property/a-louer-villa-s3-avec-une-tres-belle-vue-degagee-a-la-marsa-ville/;https://logis.fra1.digitaloceanspaces.com/4/Properties/108326/conversions/13oUfQwALMcI7n0b-thumb.jpg?c=1;14/02/2026 16:21
93968;162309;VENTE;;BOU CHARRAY;;Prix sur demande;7227;CENTURY 21 Challenge;21626577000;L’agence Immobilière Century21 Challenge vous propose à la vente une ferme de 7227m2 à Boucharray Soliman. La ferme est clôturée des 4 cotés avec une portière blindée, à l’entrée on trouve un...;https://century21.tn/property/a-vendre-une-ferme-a-boucharray-soliman/;https://logis.fra1.digitaloceanspaces.com/10/Properties/116068/conversions/aGpaPNpKSsm4bRdI-thumb.jpg?c=1;14/02/2026 16:21
100827;299482;LOCATION;Appartement;MARSA PLAGE;;Prix sur demande;55;CENTURY 21 Prestige;+216 2009 2000;Century 21 Prestige vous propose à la location cet appartement S+2 situé dans un quartier prisé de la Marsa Plage, dans une résidence pieds dans l’eau. Il se compose comme suit :...;https://century21.tn/property/a-louer-appartement-s2-marsa-plage-3/;https://logis.fra1.digitaloceanspaces.com/8/Properties/123129/conversions/AZt6wAe7FjdP6C4h-thumb.jpg?c=1;14/02/2026 16:21
100811;704140;LOCATION;Duplex;LES BERGES DU LAC 2;;Prix sur demande;250;CENTURY 21 Barros;+216 26 055 000;CENTURY 21 BARROS Barros LAC 2 vous propose pour la location un duplex en s3 au lac 2. – Un salon – Une cuisine équipée – Une salle de bain – Une...;https://century21.tn/property/a-louer-duplex-s3-les-berges-du-lac-2/;https://logis.fra1.digitaloceanspaces.com/6/Properties/124654/conversions/1io1lSuz7cVWnCo8-thumb.jpg?c=1;14/02/2026 16:21
98477;573546;VENTE;Villa;CITÉ HOTEL DES ANDALOUS;;Prix sur demande;142;CENTURY 21 Challenge;21626577000;L’agence immobilière Century21 challenge vous propose à la vente une Villa de 142m²bâti sur un terrain de 442m2 à Soliman plage. Idéale pour une famille cette villa est plain pieds est composée...;https://century21.tn/property/a-vendre-villa-442m2-a-soliman/;https://logis.fra1.digitaloceanspaces.com/10/Properties/122093/conversions/MGHfPJhxDajhea1B-thumb.jpg?c=1;14/02/2026 16:21
59066;494547;VENTE;Appartement;JARDINS DE CARTHAGE;;Prix sur demande;175;CENTURY 21 Invest;+216 50 950 000;Century 21 Invest vous propose pour la Vente un appartement S+3 neuf aux Jardins de Carthage. Typologie : S+3 Superficie : 175 m² Il se compose de : – Salon avec accès...;https://century21.tn/property/vente-appartement-s3-neuf-aux-jardins-de-carthage/;https://logis.fra1.digitaloceanspaces.com/4/Properties/72717/conversions/E2egeJMWiZ988ZMC-thumb.jpg?c=1;14/02/2026 16:21
92987;114557-2;DIRECT PROMOTEUR;Appartement;JARDINS DE CARTHAGE;;Prix sur demande;93;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la vente un appartement S+2 neuf promoteur situé aux jardins de Carthage . Typologie : S+2 Superficie : 95 m² Il se compose de...;https://century21.tn/property/a-vendre-appartement-s2-jardins-de-carthage/;https://logis.fra1.digitaloceanspaces.com/4/Properties/105178/conversions/NfxwXwCflxZFJk20-thumb.jpg?c=1;14/02/2026 16:21
100754;581639-2;LOCATION;Bureau;JARDINS DE CARTHAGE;;Prix sur demande;250;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la location un bureau A+3 dans une résidence à usage uniquement bureautique aux Jardins de Carthage. Typologie : A+3 Superficie : 250 m² Il...;https://century21.tn/property/a-louer-bureau-h3-aux-jardins-de-carthage/;https://logis.fra1.digitaloceanspaces.com/4/Properties/83307/conversions/nzkUUr5FpMsfh41S-thumb.jpg?c=1;14/02/2026 16:21
100695;64434;VENTE;Local Commercial;JARDINS DE CARTHAGE;;Prix sur demande;40;CENTURY 21 Invest;+216 50 950 000;L’Agence Century 21 Invest vous propose pour la vente fonds de commerce de 40m² avec terrasse de 25m² aux Jardins de carthage. Hauteur : 5.5m Facade: 8m Terrasse : 25m Loyer : 3400...;https://century21.tn/property/a-vendre-fond-de-commerce-aux-jardins-de-carthage-3/;https://logis.fra1.digitaloceanspaces.com/4/Properties/124223/conversions/BMolldvEhCfni5HW-thumb.jpg?c=1;14/02/2026 16:21
63620;832362;LOCATION MEUBLÉ;Duplex;LES BERGES DU LAC 1;;Prix sur demande;165;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la location un Duplex S+3 Meublé aux berges du lac 1 Il se compose de : Au RDC : – Un salon spacieux qui...;https://century21.tn/property/a-louer-un-duplex-meuble-s3-aux-berges-du-lac-1/;https://logis.fra1.digitaloceanspaces.com/4/Properties/79141/conversions/RrLxtzCJpxCix52o-thumb.jpg?c=1;14/02/2026 16:21
100664;803786;VENTE;Appartement;CITÉ EL WAFA AFH 2;;Prix sur demande;240;CENTURY 21 Challenge;21626577000;L’agence Century21 Challenge vous propose à la vente un appartement S+2 situé au RDC d’une Immeuble à Cité El Wafa AFH2 Nabeul. L’appartement se compose: -Un salon -Une cuisine équipée ouvrant sur...;https://century21.tn/property/a-vendre-s2-rdc-a-afh-2/;https://logis.fra1.digitaloceanspaces.com/10/Properties/124524/conversions/GUAFDwYOM0Ns9pSZ-thumb.jpg?c=1;14/02/2026 16:21
100604;735802;VENTE;Terrain Villa;CITÉ EL WAFA AFH 2;;Prix sur demande;207;CENTURY 21 Challenge;21626577000;L’agence Century 21 Challenge vous propose à la vente un terrain de 207 m² situé à Cité El Wafa, AFH2 – Nabeul. Caractéristiques : Façade: 13 m Profondeur : 16 m Forme...;https://century21.tn/property/a-vendre-terrain-207-m%c2%b2-a-afh2-nabeul/;https://logis.fra1.digitaloceanspaces.com/10/Lands/124462/conversions/zDAt85liNIeKnx3B-thumb.jpg?c=1;14/02/2026 16:22
100560;479673;VENTE;;NABEUL;;Prix sur demande;2672;CENTURY 21 Challenge;21626577000;L’agence Immobilière Century21 Challenge vous propose à la vente des lots de terrain à vocation agricole de superficie à partir de 150m² situés à la sortie de Nabeul vers Houaria de Nabeul....;https://century21.tn/property/terrains-agricoles-en-lots-a-nabeul/;https://logis.fra1.digitaloceanspaces.com/Logos%20%26%20Images/Login%20Images/KS4cbEdlbRhExx1fgzhX8P1SFCVbCNRw1Xmts9l5.jpg?c=1;14/02/2026 16:22
84500;44749;LOCATION MEUBLÉ;Appartement;LES BERGES DU LAC 2;;Prix sur demande;130;CENTURY 21 Barros;+216 26 055 000;CENTURY 21 LAC 2 BARROS vous propose pour la location un appartement meublé S+3 au lac 2. Il est composé de: -Un salon, salle à manger -Une cuisine équipée avec séchoir -Une...;https://century21.tn/property/a-louer-appartement-s2-meuble-les-berges-du-lac-2-6/;https://logis.fra1.digitaloceanspaces.com/6/Properties/104025/conversions/t4mdmnyWtgAxRzed-thumb.jpg?c=1;14/02/2026 16:22
100347;401523;LOCATION;Cabinet médical;NABEUL THAMEUR;;Prix sur demande;103;CENTURY 21 Challenge;21626577000;L’agence Immobilière CENTURY21 Challenge vous propose pour la location un local bureautique ou médical situé au 1er étage d’un immeuble récemment construit sur une artère principale à Nabeul . Ce local s’étend...;https://century21.tn/property/a-louer-cabinet-medical-h2-nabeul-thameur/;https://logis.fra1.digitaloceanspaces.com/10/Properties/124316/conversions/o3JI9x2Fp5eEMBFr-thumb.jpg?c=1;14/02/2026 16:22
93693;552299-2;LOCATION MEUBLÉ;Appartement;LES BERGES DU LAC 2;;Prix sur demande;65;CENTURY 21 Barros;+216 26 055 000;CENTURY 21 Barros LAC 2 vous propose a la location un appartement en s1 meublé au lac 2 . – Un salon – Une cuisine équipée – Une chambre a coucher –...;https://century21.tn/property/a-louer-appartement-s1-meuble-les-berges-du-lac-2-8/;https://logis.fra1.digitaloceanspaces.com/6/Properties/13347/ChKGtoEGZEHYN7Lb.jpg?c=1;14/02/2026 16:22
100511;360970-2;VENTE;Terrain Villa;CHOTRANA 2;;Prix sur demande;900;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 Infinity vous propose à la vente un terrain situé dans une zone résidentielle à la Soukra *Superficie: 900 m² Pour plus d’informations, veuillez nous contacter au +216 98...;https://century21.tn/property/a-vendre-une-parcelle-de-terrain-a-la-soukra/;https://logis.fra1.digitaloceanspaces.com/7/Lands/26411/conversions/q5vyuo9mA4UozSqo-thumb.jpg?c=1;14/02/2026 16:22
100457;926780;DIRECT PROMOTEUR;Appartement;JARDINS DE CARTHAGE;;Prix sur demande;30;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la vente un appartement S+0 Neuf Promoteur aux Jardins de Carthage. Il se compose de : – Une chambre à coucher – Kitchenette –...;https://century21.tn/property/a-vendre-appartement-s0-neuf-promoteur-aux-jardins-de-carthage/;https://logis.fra1.digitaloceanspaces.com/4/Properties/124373/conversions/XBsTnjA5Djcnpwiw-thumb.jpg?c=1;14/02/2026 16:22
100447;999327;VENTE;Terrain Villa;EL AIN;;Prix sur demande;1450;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 INVEST vous propose pour la vente un terrain villa de 1450 m² situé dans un nouveau lotissement viabilisé à El Ain Sfax. Vocation : R+2 700 DT/ M²...;https://century21.tn/property/a-vendre-terrain-de-1450-m%c2%b2-a-el-ain-sfax/;https://logis.fra1.digitaloceanspaces.com/4/Lands/124378/conversions/X4juR2Et9nmPojdB-thumb.jpg?c=1;14/02/2026 16:22
100411;149553;DIRECT PROMOTEUR;Duplex;EL AIN;;Prix sur demande;225;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la vente un duplex S+4 avec jardin Neuf Promoteur à Route Taniour Sfax. Typologie : S+4 Superficie Totale :225 m² Jardin : 16m² *Rez-de-chaussée...;https://century21.tn/property/a-vendre-duplex-s4-neuf-promoteur-avec-jardin-a-route-taniour-sfax/;https://logis.fra1.digitaloceanspaces.com/4/Properties/124340/conversions/0Gs7yupwQMUVSwow-thumb.jpg?c=1;14/02/2026 16:22
100368;559528-2;VENTE;Villa;BOUHSINA;;Prix sur demande;300;CENTURY 21 Masters;+216 23 221 222;L’agence immobilière century 21 Masters vous propose à la vente une villa à rénover d’un terrain de 1100m2 à BOUHSINA. Pour plus d’informations veuillez nous contactez au: +216 98 276 463 /...;https://century21.tn/property/a-vendre-villa-a-renover-en-s4-a-bouhsina/;https://logis.fra1.digitaloceanspaces.com/1/Properties/92818/conversions/CUE8wjRuEDdbUkAE-thumb.jpg?c=1;14/02/2026 16:22
100351;215423-2;LOCATION;Bureau;LA NOUVELLE SOUKRA;;Prix sur demande;750;CENTURY 21 Prestige;+216 2009 2000;Century 21 Prestige vous propose à la location un local commercial d’une superficie de 750 m², idéalement situé sur l’avenue principale Fattouma Bourguiba à La Soukra. Cet emplacement stratégique offre une excellente...;https://century21.tn/property/a-louer-bureau/;https://logis.fra1.digitaloceanspaces.com/8/Properties/121015/conversions/iS4TUaPEFqKC1KRr-thumb.jpg?c=1;14/02/2026 16:22
71442;841680;LOCATION;Appartement;LES BERGES DU LAC 1;;Prix sur demande;150;CENTURY 21 Invest;+216 50 950 000;...;https://century21.tn/property/a-louer-appartement-s3-richement-meuble-avec-vue-sur-le-lac-aux-berges-du-lac-1/;https://logis.fra1.digitaloceanspaces.com/4/Properties/89587/conversions/YQYZqOSCTa9R8OYd-thumb.jpg?c=1;14/02/2026 16:22
100319;316637;VENTE;Appartement;MREZGA;;Prix sur demande;68;CENTURY 21 Challenge;21626577000;L’agence immobilière Century21 Challenge vous propose pour la vente un appartement en S+1 de 68m². Ce bien se compose comme suit: -Un grand salon ouvrant sur la terrasse. -Une cuisine bien équipée....;https://century21.tn/property/a-vendre-appartement-s1-mrezga/;https://logis.fra1.digitaloceanspaces.com/10/Properties/124269/conversions/pJSVXwPfKJEpfcX6-thumb.jpg?c=1;14/02/2026 16:22
100299;928462;DIRECT PROMOTEUR;Local Commercial;JARDINS DE CARTHAGE;;Prix sur demande;50;CENTURY 21 Invest;+216 50 950 000;L’agence immobilière Century 21 Invest vous propose pour la vente un local commercial Neuf Promoteur de 50 m² situé à Jardin de Carthage . Superficie : 50 m² Hauteur : 5,5 m...;https://century21.tn/property/a-vendre-local-commercial-de-50-m%c2%b2-neuf-aux-jardins-de-carthage/;https://logis.fra1.digitaloceanspaces.com/4/Properties/124232/conversions/PxA2h0qHgi5F76uH-thumb.jpg?c=1;14/02/2026 16:22
100104;622718;LOCATION;Appartement;LES BERGES DU LAC 2;;Prix sur demande;200;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 INFINITY vous propose à la location un appartement S+4 au Lac 2 Emplacement : les berges du lac2 Typologie: S+4 Superficie: 200m² Il se compose de: – Un...;https://century21.tn/property/a-louer-appartement-s4-les-berges-du-lac-2-2/;https://logis.fra1.digitaloceanspaces.com/7/Properties/124057/conversions/FhXCf7Q5Zu4NejIp-thumb.jpg?c=1;14/02/2026 16:22
100260;646167;VENTE;Duplex;NOUVELLE ARIANA;;Prix sur demande;174;CENTURY 21 Horizon;+216 99483349;🏡 À Vendre – Triplex S+4 à El Menzah 5 (Cité El Milaha) L’agence immobilière Century 21 Horizon vous propose à la vente un magnifique triplex S+4 situé à Cité El Milaha,...;https://century21.tn/property/a-vendre-triplex-s4-cite-el-mileha/;https://logis.fra1.digitaloceanspaces.com/13/Properties/124036/conversions/ZGfs4lMjIuHDtQhS-thumb.jpg?c=1;14/02/2026 16:22
91568;800935-2;LOCATION MEUBLÉ;Appartement;NABEUL CENTRE;;Prix sur demande;50;CENTURY 21 Challenge;21626577000;L’agence immobilière Century 21 Challenge vous propose pour la location annuelle un appartement en S+1 meublé/vide situé à Nabeul. Composé comme suit : – Salon. – Une chambre à coucher avec balcon....;https://century21.tn/property/a-louer-appartement-s1-meuble-nabeul-centre-2/;https://logis.fra1.digitaloceanspaces.com/10/Properties/110525/conversions/v429GOd8ZWocwGWJ-thumb.jpg?c=1;14/02/2026 16:22
100243;99184-2;LOCATION MEUBLÉ;Appartement;NABEUL CENTRE;;Prix sur demande;100;CENTURY 21 Challenge;21626577000;L’agence immobilière Century 21 Challenge vous propose pour la location annuelle un appartement en S+4 meublé/vide au 1er étage d’un immeuble à Rue Ali Belhoaune, au centre ville de Nabeul. L’appartement est...;https://century21.tn/property/a-louer-appartement-s4-meuble-nabeul-centre-3/;https://logis.fra1.digitaloceanspaces.com/10/Properties/110533/conversions/ZYNdg3gwJf0gvksP-thumb.jpg?c=1;14/02/2026 16:22
100237;176653-2;LOCATION MEUBLÉ;Appartement;NABEUL CENTRE;;Prix sur demande;200;CENTURY 21 Challenge;21626577000;L’agence immobilière Century21 Challenge vous propose pour la location annuelle un appartement en S+4 meublé/vide situé au centre ville de Nabeul. Ce bien est composé comme suit: -Un salon spacieux avec balcon...;https://century21.tn/property/a-louer-appartement-s4-meuble-nabeul-centre-2/;https://logis.fra1.digitaloceanspaces.com/10/Properties/110579/conversions/4pArqqib20S2yTjK-thumb.jpg?c=1;14/02/2026 16:23
98696;569415;DIRECT PROMOTEUR;Appartement;JARDINS DE CARTHAGE;;Prix sur demande;89;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 Infinity vous propose à la vente des appartements S1 / S2 / S2 direct promoteur aux Jardins de Carthage Dans une résidence R+4 Les S+1 :  Les...;https://century21.tn/property/a-vendre-des-appartements-direct-promoteur-aux-jardins-de-carthage/;https://logis.fra1.digitaloceanspaces.com/7/Properties/122303/conversions/owyn3ctHYQvd0s3r-thumb.jpg?c=1;14/02/2026 16:23
100165;237074;LOCATION MEUBLÉ;Appartement;AIN ZAGHOUAN NORD;;Prix sur demande;110;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 Infinity vous propose à la location un appartement S+2 meublé *Emplacement: Ain Zaghouan Nord *Typologie: S+2 *Superficie: 110 m² *État: meublé Il est composé de: -Un salon, une...;https://century21.tn/property/a-louer-appartement-s2-meuble-ain-zaghouan-nord-5/;https://logis.fra1.digitaloceanspaces.com/7/Properties/123655/conversions/mlnx6MsDtBCtylbo-thumb.jpg?c=1;14/02/2026 16:23
100130;292720;VENTE;;NABEUL;;Prix sur demande;3518;CENTURY 21 Challenge;21626577000;L’agence Immobilière Century21 Challenge vous propose à la vente un terrain à vocation agricole de 3518m² situé à la sortie de Nabeul vers Tunis. Pour plus d’informations, veuillez nous contacter au :...;https://century21.tn/property/a-vendre-terrain-agricole-a-lentree-de-la-ville-de-nabeul/;https://logis.fra1.digitaloceanspaces.com/10/Lands/124065/conversions/zRaPnBXR0XmvPncG-thumb.jpg?c=1;14/02/2026 16:23
100062;765981;LOCATION;Appartement;MARSA STADE;;Prix sur demande;60;CENTURY 21 Excellence;+216 26 44 74 74;L’agence immobiliére CENTURY 21 Excellence La Marsa vous propose à la location un appartement S+1 vide, situé à la Marsa. Il se compose de : – Un salon – Une chambre à...;https://century21.tn/property/a-louer-appartement-s1-a-la-marsa-2/;https://logis.fra1.digitaloceanspaces.com/14/Properties/117475/conversions/SxHUOi98E8txIFuC-thumb.jpg?c=1;14/02/2026 16:23
100056;653970-2;VENTE;Appartement;MONTPLAISIR;;Prix sur demande;65;CENTURY 21 Infinity;+216 25 794 794;L’agence immobilière Century 21 Infinity vous propose à la location un appartement S+ 3 *Emplacement:La Fayette *Typologie: S+3 *Superficie: 65 m² *État: vide Il est composé de: -Un salon, une salle à...;https://century21.tn/property/a-vendre-appartement-s2-montplaisir-2/;https://logis.fra1.digitaloceanspaces.com/7/Properties/95817/conversions/cp4rCMKhWOcgJZWX-thumb.jpg?c=1;14/02/2026 16:23
99981;560346;VENTE;Local Commercial;NABEUL CENTRE;;Prix sur demande;208;CENTURY 21 Challenge;21626577000;L’agence Immobilière Century21 Challenge vous propose à la vente un local commercial de 208 m2. *Emplacement: avenue Habib Bourguiba Nabeul . *Superficie: 208 m² *tout commerce . *artère principale . *titre de...;https://century21.tn/property/a-vendre-local-commercial-nabeul-centre-ville/;https://logis.fra1.digitaloceanspaces.com/10/Properties/123948/vjFp7pm3mb1uvp0N.png?c=1;14/02/2026 16:23
100005;337544;VENTE;Villa;GOLF DE GAMMARTH;;Prix sur demande;610;CENTURY 21 Excellence;+216 26 44 74 74;L’agence immobilière Century 21 Excellence La Marsa vous propose à la vente une villa prestigieuse avec piscine et vaste jardin, idéalement située au Golf de Gammarth. Superficie : – Surface habitable :...;https://century21.tn/property/a-vendre-villa-prestigieuse-au-golf-de-gammarth/;https://logis.fra1.digitaloceanspaces.com/14/Properties/123900/conversions/JpqG2relHxknq8vs-thumb.jpg?c=1;14/02/2026 16:23
