gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,type_transaction,has_piscine,has_jardin,has_vue_mer,has_garage,has_meuble,has_terrasse,has_standing,has_cuisine_equip,has_climatisation,has_cheminee,has_vue_montagne,prix,image_url
16,0.5996,36.819,10.2358,260.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,850000.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_578293_property_xlarge-300x300.jpeg
14,0.2986,33.3549,10.5055,300.0,4.0,4.0,0.5,0.3307,2.0,106845.0,0.3819,1,1,1,0,0,0,0,1,1,0,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2023/11/20231124_170931-1-300x300.jpg
16,0.5996,36.819,10.2358,500.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,680000.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_583096_property_xlarge-300x300.jpeg
23,0.0027,36.8528,10.3247,300.0,3.0,4.0,0.5,0.5388,2.0,2562.03,0.3995,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1800.0,https://www.bnb.tn/wp-content/uploads/2023/11/b718bda7-f659-4aea-a0c6-bcfaf99f729b-300x300.jpeg
16,0.4154,36.819,10.2358,409.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,950000.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_507421_property_xlarge-300x300.jpeg
16,0.4154,36.819,10.2358,120.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,1,0,0,0,0,0,400000.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_581099_property_xlarge-300x300.jpeg
16,0.5996,36.819,10.2358,472.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1350000.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_373144_property_xlarge-300x300.jpeg
16,0.4154,36.819,10.2358,200.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,570000.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_593593_property_xlarge-300x300.jpeg
14,0.3353,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,550000.0,https://www.bnb.tn/wp-content/uploads/2023/11/367976939_1665834623911017_6670822043398774610_n-300x300.jpg
16,0.4154,36.4561,10.7376,100.0,2.0,4.0,0.5,0.4454,2.0,154974.0,0.3892,1,1,1,0,0,0,0,0,0,0,0,0,0,0,600.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_702391_property_xlarge-300x300.jpeg
14,0.3353,36.819,10.2358,500.0,4.0,6.0,0.5,0.517,2.0,43985.0,0.3168,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1300.0,https://www.bnb.tn/wp-content/uploads/2023/10/380506169_1620643155009508_5231582749367469775_n-300x300.jpg
14,0.3353,36.819,10.2358,523.0,4.0,6.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,540000.0,https://www.bnb.tn/wp-content/uploads/2023/10/384543867_999443694661726_9034008296243157145_n-300x300.jpg
14,0.3353,36.819,10.2358,495.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,1,0,0,0,1,0,1,0,0,0,600000.0,https://www.bnb.tn/wp-content/uploads/2023/11/IMG_20231113_151551-300x300.jpg
16,0.1891,36.819,10.2358,268.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,1,0,0,0,0,660000.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_605063_property_xlarge-1-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3823,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2800.0,https://www.bnb.tn/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-18-a-13.23.21_6d2b0073-1-300x300.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.3943,1,1,1,0,0,0,0,0,0,0,1,0,0,0,5000.0,https://www.bnb.tn/wp-content/uploads/2023/11/MVL0654-4-300x300.jpg
1,0.0028,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1450000.0,https://www.bnb.tn/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-15-a-16.03.19_d13a315a-1-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3841,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3500.0,https://www.bnb.tn/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-18-a-11.44.46_f0b37f28-300x300.jpg
16,0.4154,36.4561,10.7376,200.0,3.0,4.0,0.5,0.4454,2.0,154974.0,0.3801,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1500.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_521881_property_xlarge-300x300.jpeg
16,0.4154,36.4561,10.7376,110.0,2.0,4.0,0.5,0.4454,2.0,154974.0,0.4177,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1100.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_545144_property_xlarge-1-300x300.jpeg
16,0.4154,36.4561,10.7376,110.0,2.0,4.0,0.5,0.4454,2.0,154974.0,0.4177,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1100.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_545143_property_xlarge-300x300.jpeg
16,0.4154,36.819,10.2358,180.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,1,0,0,0,0,0,420000.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_691115_property_xlarge-300x300.jpeg
16,0.4154,36.4561,10.7376,110.0,2.0,4.0,0.5,0.4454,2.0,154974.0,0.401,1,1,1,0,0,0,0,0,1,0,0,0,0,0,800.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_702607_property_xlarge-300x300.jpeg
1,0.0028,36.8665,10.1647,300.0,2.0,4.0,0.5,0.5663,2.0,43985.0,0.3894,1,1,1,0,1,0,0,0,0,0,0,0,0,0,2500.0,https://www.bnb.tn/wp-content/uploads/2023/11/IMG-20231114-WA0038-300x300.png
16,0.4154,36.4561,10.7376,110.0,2.0,4.0,0.5,0.4454,2.0,154974.0,0.3786,1,1,1,0,0,0,0,1,0,0,0,0,0,0,800.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_646229_property_xlarge-300x300.jpeg
16,0.4154,36.4561,10.7376,140.0,3.0,4.0,0.5,0.4454,2.0,154974.0,0.3903,1,1,1,0,0,0,0,0,1,0,0,0,0,0,750.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_698029_property_xlarge-1-300x300.jpeg
16,0.5996,36.819,10.2358,350.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,800000.0,https://www.bnb.tn/wp-content/uploads/2023/11/1699864044sanstitre102-300x300.jpg
16,0.4154,36.819,10.2358,208.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,420000.0,https://www.bnb.tn/wp-content/uploads/2023/11/1-6-300x300.jpeg
16,0.4154,36.4561,10.7376,120.0,3.0,4.0,0.5,0.4454,2.0,154974.0,0.392,1,1,1,0,0,0,0,0,0,0,0,0,0,0,650.0,https://www.bnb.tn/wp-content/uploads/2023/11/1-5-300x300.jpeg
14,0.2986,33.3549,10.5055,300.0,4.0,4.0,0.5,0.3307,2.0,106845.0,0.3803,1,1,1,1,0,0,0,1,0,0,0,0,0,0,2200.0,https://www.bnb.tn/wp-content/uploads/2023/11/IMG-20231109-WA0000-300x300.jpg
16,0.4154,36.4561,10.7376,140.0,3.0,4.0,0.5,0.4454,2.0,154974.0,0.3903,1,1,1,0,0,0,0,0,1,0,0,0,0,0,750.0,https://www.bnb.tn/wp-content/uploads/2023/11/thumb_698025_property_xlarge-300x300.jpeg
16,0.5996,36.819,10.2358,678.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1600000.0,https://www.bnb.tn/wp-content/uploads/2023/11/16856122601-300x300.jpg
23,0.0041,36.91,10.29,300.0,5.0,4.0,0.5,0.5442,2.0,2562.03,0.3997,1,1,1,0,0,0,0,1,0,0,0,0,0,0,9000.0,https://www.bnb.tn/wp-content/uploads/2023/11/WhatsApp-Image-2022-09-23-at-18.20.18-3-300x300.jpeg
23,0.0037,36.819,10.1658,300.0,3.0,4.0,0.5,0.6863,2.0,2562.03,0.3924,1,1,1,0,0,0,0,1,1,0,0,0,0,0,3000.0,https://www.bnb.tn/wp-content/uploads/2023/11/cefe1220-a023-4a3a-8519-b7eafe46459b-300x300.jpg
1,0.0028,35.8245,10.6346,300.0,4.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,0,0,0,0,0,0,0,0,0,0,0,627000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
23,0.0037,36.819,10.2358,300.0,7.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3000000.0,https://www.bnb.tn/wp-content/uploads/2023/11/IMG_20231104_101501-300x300.jpg
16,0.1891,35.8245,10.6346,288.0,5.0,4.0,0.5,0.517,2.0,150620.48,0.3541,1,1,0,1,0,0,0,0,0,1,0,0,0,0,660000.0,https://www.bnb.tn/wp-content/uploads/2022/01/2-58.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.4052,1,1,1,1,0,0,0,0,0,0,0,0,0,0,8000.0,https://www.bnb.tn/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-03-a-16.55.53_1265b9a6-300x300.jpg
1,0.0028,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1700000.0,https://www.bnb.tn/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-02-a-18.39.30_ff376ba7-300x300.jpg
1,0.0028,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3000000.0,https://www.bnb.tn/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-02-a-18.54.55_6509de95-300x300.jpg
23,0.0021,36.8769,10.3247,300.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.423,1,1,1,1,0,0,0,0,0,0,0,0,0,0,12000.0,https://www.bnb.tn/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-02-a-11.30.39_9cb79ca3-300x300.jpg
16,0.4154,36.819,10.2358,103.0,2.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,200000.0,https://www.bnb.tn/wp-content/uploads/2023/11/1-1-300x300.jpeg
16,0.4154,36.4561,10.7376,170.0,4.0,4.0,0.5,0.4454,2.0,154974.0,0.3735,1,1,1,0,0,0,0,0,0,0,0,0,0,0,900.0,https://www.bnb.tn/wp-content/uploads/2023/11/2-300x300.jpeg
14,0.1891,33.3549,10.5055,300.0,4.0,4.0,0.5,0.2913,2.0,106845.0,0.3759,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1500.0,https://www.bnb.tn/wp-content/uploads/2023/11/356795128_490280713304859_7129098620043982076_n-300x300.jpg
16,0.4154,36.4561,10.7376,150.0,3.0,4.0,0.5,0.4454,2.0,154974.0,0.3723,1,1,1,0,0,0,0,0,0,0,0,0,0,0,800.0,https://www.bnb.tn/wp-content/uploads/2023/10/1-3-300x300.jpeg
23,0.0021,36.8769,10.3247,300.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3972,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1250.0,https://www.bnb.tn/wp-content/uploads/2023/10/89934123_219681915810533_7628354013573939200_n-300x300.jpg
16,0.4154,36.4561,10.7376,300.0,4.0,4.0,0.5,0.4454,2.0,154974.0,0.3786,1,1,1,0,0,0,0,1,0,0,0,0,0,0,800.0,https://www.bnb.tn/wp-content/uploads/2023/10/thumb_646229_property_xlarge-300x300.jpeg
23,0.0021,36.8769,10.3247,158.0,4.0,4.0,0.5,0.8015,2.0,2562.03,0.3846,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1200.0,https://www.bnb.tn/wp-content/uploads/2023/10/IMG-20191218-WA0008-300x300.jpg
16,0.4154,36.819,10.2358,341.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,500000.0,https://www.bnb.tn/wp-content/uploads/2023/10/thumb_569231_property_xlarge-300x300.jpeg
16,0.5996,36.819,10.2358,178.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,1,0,0,0,0,0,420000.0,https://www.bnb.tn/wp-content/uploads/2023/10/thumb_691115_property_xlarge-300x300.jpeg
16,0.4154,36.4561,10.7376,170.0,3.0,4.0,0.5,0.4454,2.0,154974.0,0.3727,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1500.0,https://www.bnb.tn/wp-content/uploads/2023/10/1-1-300x300.jpeg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.4044,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1800.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-26-a-17.07.45_1ac92ed7-300x300.jpg
23,0.0041,36.91,10.29,300.0,5.0,4.0,0.5,0.5442,2.0,2562.03,0.408,1,1,1,1,0,0,0,0,0,0,0,0,0,0,7500.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-25-a-11.58.58_3dcda50b-300x300.jpg
16,0.4154,36.819,10.2358,1400.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2150000.0,https://www.bnb.tn/wp-content/uploads/2023/10/thumb_552925.1_property_xlarge-300x300.jpeg
4,0.2412,37.2744,9.8739,200.0,4.0,4.0,0.5,0.4278,2.0,61540.22,0.3976,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1750.0,https://www.bnb.tn/wp-content/uploads/2023/10/image_viber_2023-10-25_12-45-53-967-300x300.jpg
14,0.3353,36.819,10.2358,180.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,1,0,1,1,0,0,0,0,460000.0,https://www.bnb.tn/wp-content/uploads/2023/04/339213099_755414879509256_3469768467013021217_n-300x300.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.4243,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3500.0,https://www.bnb.tn/wp-content/uploads/2023/10/IMG-20210107-WA0011-300x300.jpg
23,0.0027,36.8528,10.3247,300.0,4.0,4.0,0.5,0.5388,2.0,2562.03,0.4136,1,1,1,0,1,0,0,1,0,0,0,0,0,0,5000.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2022-09-23-at-11.38.42-4-300x300.jpeg
1,0.0028,36.8665,10.1647,300.0,3.0,4.0,0.5,0.5663,2.0,43985.0,0.3906,1,1,1,1,0,0,0,1,0,0,1,0,0,0,3800.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2022-09-15-at-17.04.11-1-300x300.jpeg
23,0.0037,36.819,10.1658,300.0,4.0,4.0,0.5,0.6863,2.0,2562.03,0.3904,1,1,1,1,0,0,0,0,0,0,0,0,0,0,9500.0,https://www.bnb.tn/wp-content/uploads/2023/10/telechargement-4-3-300x300.jpg
4,0.2412,36.819,10.2358,165.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,1,0,0,0,350000.0,https://www.bnb.tn/wp-content/uploads/2023/10/thumb_684307_property_xlarge-300x300.jpeg
16,0.4154,36.819,10.2358,277.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,1,0,0,0,0,0,0,800000.0,https://www.bnb.tn/wp-content/uploads/2023/10/thumb_419881_property_xlarge-300x300.jpeg
1,0.0028,36.819,10.2358,350.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1200000.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-02-25-at-14.04.55-2-300x300.png
23,0.0037,36.819,10.1658,300.0,4.0,4.0,0.5,0.6863,2.0,2562.03,0.4245,1,1,1,1,1,0,0,0,0,0,0,0,0,0,6500.0,https://www.bnb.tn/wp-content/uploads/2023/10/frfr-300x300.jpg
23,0.0027,36.8528,10.3247,300.0,3.0,4.0,0.5,0.5388,2.0,2562.03,0.397,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5500.0,https://www.bnb.tn/wp-content/uploads/2023/10/97784620_244624123524805_30212784234954752_n-300x300.jpg
4,0.2412,37.2744,9.8739,300.0,4.0,4.0,0.5,0.4278,2.0,61540.22,0.4174,1,1,1,1,1,0,0,1,0,0,0,0,0,0,3000.0,https://www.bnb.tn/wp-content/uploads/2023/10/394280980_1397348714532017_563720673750512622_n-300x300.jpg
16,0.4154,36.819,10.2358,664.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1100000.0,https://www.bnb.tn/wp-content/uploads/2023/10/thumb_600802_property_xlarge-300x300.jpeg
16,0.5996,36.4561,10.7376,140.0,4.0,4.0,0.5,0.4552,2.0,154974.0,0.3773,1,1,1,0,0,0,0,1,0,0,0,0,0,0,800.0,https://www.bnb.tn/wp-content/uploads/2023/10/app-06-300x300.jpg
20,0.0009,36.8,10.1,200.0,4.0,4.0,0.5,0.5543,2.0,110184.0,0.3779,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1400.0,https://www.bnb.tn/wp-content/uploads/2023/10/IMG_9800-300x300.jpg
16,0.5115,36.819,10.2358,115.0,3.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,1,0,0,0,0,0,400000.0,https://www.bnb.tn/wp-content/uploads/2023/10/thumb_581100_property_xlarge-300x300.jpeg
1,0.0028,36.819,10.2358,850.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1070000.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-16-a-17.24.23_2cc3549f-300x300.jpg
23,0.0021,36.819,10.1658,350.0,6.0,4.0,0.5,0.5572,2.0,2562.03,0.3726,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4500.0,https://www.bnb.tn/wp-content/uploads/2023/10/f1c4eb07-1e34-434b-b85e-78cfb3feb31d-300x300.jpg
23,0.0041,36.91,10.29,300.0,3.0,4.0,0.5,0.5442,2.0,2562.03,0.3849,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3500.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-16-a-16.11.32_ddeef6fc-300x300.jpg
14,0.3353,33.3549,10.5055,150.0,4.0,6.0,0.5,0.4303,2.0,106845.0,0.4036,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2300.0,https://www.bnb.tn/wp-content/uploads/2023/10/271239970_627728158555455_3014915715384572389_n-300x300.jpg
14,0.3353,36.819,10.2358,146.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,345800.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-09-at-17.13.58-300x300.jpeg
14,0.3353,36.819,10.2358,145.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,402600.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-10-at-18.02.15-300x300.jpeg
14,0.3353,36.819,10.2358,142.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,318300.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-10-at-16.28.09-2-300x300.jpeg
14,0.3353,36.819,10.2358,139.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,1,0,0,0,0,0,0,457600.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-10-at-16.25.53-4-300x300.jpeg
14,0.3353,36.819,10.2358,199.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,685800.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-09-at-20.00.26-1-300x300.jpeg
14,0.3353,36.819,10.2358,230.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,1,0,0,0,0,907200.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-10-at-18.38.04-300x300.jpeg
14,0.3353,36.819,10.2358,145.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,1,0,0,0,0,478500.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-11-at-23.37.03-300x300.jpeg
14,0.3353,36.819,10.2358,145.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,287200.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-13-at-11.08.45-300x300.jpeg
14,0.3353,36.819,10.2358,190.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,495400.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-14-at-11.40.49-300x300.jpeg
14,0.3353,36.819,10.2358,145.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,265700.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-13-at-16.58.01-1-300x300.jpeg
14,0.3353,36.819,10.2358,139.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,276900.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-15-at-12.51.49-1-300x300.jpeg
14,0.3353,36.819,10.2358,190.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,497520.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-03-at-20.46.55-1-300x300.jpeg
14,0.3353,36.819,10.2358,205.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,618730.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-03-at-20.46.56-300x300.jpeg
14,0.3353,36.819,10.2358,140.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,395000.0,https://www.bnb.tn/wp-content/uploads/2023/10/385520746_862458544995221_6283986265952289695_n-300x300.jpg
1,0.0028,36.819,10.2358,530.0,6.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2000000.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-04-27-a-16.46.10sqsq-300x300.png
16,0.4154,36.819,10.2358,300.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,950000.0,https://www.bnb.tn/wp-content/uploads/2023/02/16769692461102-300x300.jpg
23,0.0041,36.91,10.29,300.0,5.0,4.0,0.5,0.5442,2.0,2562.03,0.408,1,1,1,1,0,0,0,0,0,0,0,0,0,0,5000.0,https://www.bnb.tn/wp-content/uploads/2023/10/1cbfb9e5-64b7-42e6-adc4-df5d3ea522c4-300x300.jpg
14,0.3353,36.819,10.2358,125.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,247500.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-16-at-00.34.43-300x300.jpeg
14,0.3353,36.819,10.2358,350.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,945500.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-05-at-00.18.29-300x300.jpeg
14,0.3353,36.819,10.2358,175.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,759200.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-11-at-21.23.44-300x300.jpeg
14,0.3353,36.819,10.2358,190.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,389500.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-17-at-22.03.09-300x300.jpeg
14,0.3353,36.819,10.2358,232.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,423400.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-09-17-at-22.04.57-300x300.jpeg
14,0.3353,36.819,10.2358,145.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,503200.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-11-at-23.30.35-3-300x300.jpeg
14,0.3353,36.819,10.2358,270.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,1,0,0,0,0,875200.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-11-at-23.31.56-300x300.jpeg
14,0.3353,36.819,10.2358,200.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,572400.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-12-at-14.15.51-300x300.jpeg
14,0.3353,36.819,10.2358,233.0,4.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,0,0,0,0,0,0,0,0,0,0,0,814900.0,https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2023-10-15-at-21.06.25-300x300.jpeg
1,0.0028,36.819,10.2358,350.0,5.0,4.0,0.5,0.517,2.0,43985.0,0.3168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1800000.0,https://www.bnb.tn/wp-content/uploads/2023/10/IMG_20230930_121851-300x300.jpg
