gouvernorat_enc,ville_enc,lat,lon,surface_m2,score_attractivite,market_tension,prix_region_median,text_embedding_score,nb_images,source_enc,type_transaction,has_vue_mer,has_vue_montagne,prix,image_url
16,0.0485,36.8,10.1,200.0,0.5,0.2426,110184.0,0.3188,4,0,0,0,0,62000.0,https://www.mubawab-media.com/ad/8/057/161F/h/Sans%20titre1_79430047.avif
3,0.0826,36.819,10.2358,250.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,220000.0,nan
23,0.3826,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,890000.0,nan
23,0.3826,36.819,10.2358,600.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1560000.0,nan
17,0.0849,34.7405,10.7603,704.0,0.5,0.3081,130875.5,0.3152,4,0,0,0,0,550000.0,https://www.mubawab-media.com/ad/8/262/682F/h/thumb_1205153_property_xlarge_81525310.avif
17,0.0849,34.7405,10.7603,918.0,0.5,0.3081,130875.5,0.3156,4,0,0,0,0,290000.0,https://www.mubawab-media.com/ad/8/262/636F/h/thumb_1212828_property_xlarge_81524964.avif
22,0.1268,33.9197,8.1335,28000.0,0.5,0.3905,79447.44,0.2766,4,0,0,0,0,360000.0,https://www.mubawab-media.com/ad/8/262/639F/h/0f53e596-508c-4713-964e-f191308ee51e_81524974.avif
16,0.0915,36.819,10.2358,252.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,289800.0,nan
16,0.0915,36.4561,10.7376,186.0,0.5,0.4552,154974.0,0.3156,4,0,0,0,0,150000.0,https://www.mubawab-media.com/ad/8/262/581F/h/real%20estate%20%28Facebook%20Post%29%20%2897%29_81524442.avif
16,0.0915,36.4561,10.7376,300.0,0.5,0.4552,154974.0,0.3196,4,0,0,0,0,135000.0,https://www.mubawab-media.com/ad/8/262/569F/h/real%20estate%20%28Facebook%20Post%29%20%286%29_81524302.avif
3,0.2128,36.7533,10.2283,321.0,0.5,0.2965,114262.5,0.2778,1,0,0,0,0,290000.0,https://www.mubawab-media.com/ad/8/261/255F/h/gallery_81504906.avif
1,0.3078,36.8665,10.1647,400.0,0.5,0.5305,43985.0,0.2778,1,0,0,0,0,300000.0,https://www.mubawab-media.com/ad/8/261/242F/h/gallery_81504753.avif
16,0.0485,36.819,10.2358,1000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,39000.0,nan
13,0.0915,36.819,10.2358,150.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,22500.0,nan
13,0.0915,36.819,10.2358,409.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,163600.0,nan
3,0.058,36.8,10.1,250.0,0.5,0.2098,110184.0,0.277,3,0,0,0,0,75000.0,https://www.mubawab-media.com/ad/8/139/265F/h/thumb_1086695_property_xlarge_80241605.avif
1,0.1091,36.819,10.2358,23500.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,280000.0,nan
24,0.1687,36.819,10.2358,230000.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,690000.0,nan
23,0.3826,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,890000.0,nan
1,0.1091,36.819,10.2358,30000.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,270000.0,nan
13,0.0915,36.81,10.0972,20000.0,0.5,0.1511,110184.0,0.2802,4,0,0,0,0,240000.0,https://www.mubawab-media.com/ad/8/055/684F/h/thumb_969571_property_xlarge_79415751.avif
1,0.1091,36.8,10.1,30000.0,0.5,0.1516,110184.0,0.3116,4,0,0,0,0,380000.0,https://www.mubawab-media.com/ad/8/209/715F/h/thumb_1155569_property_xlarge_80960671.avif
16,0.0187,36.819,10.2358,411.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,205500.0,nan
3,0.3098,36.7533,10.2283,568.0,0.5,0.1826,114262.5,0.2706,4,0,0,0,0,3500000.0,https://www.mubawab-media.com/ad/8/260/530F/h/IMG20251126150717_81494619.avif
17,0.0849,34.7405,10.7603,533.0,0.5,0.3081,130875.5,0.3136,4,0,0,0,0,80000.0,https://www.mubawab-media.com/ad/8/260/133F/h/thumb_1216352_property_xlarge_81489006.avif
16,0.0385,36.8,10.1,1000.0,0.5,0.2237,110184.0,0.3124,1,0,0,0,0,39000.0,https://www.mubawab-media.com/ad/8/260/103F/h/04_81488617.avif
17,0.0849,34.7405,10.7603,485.0,0.5,0.3081,130875.5,0.316,4,0,0,0,0,57000.0,https://www.mubawab-media.com/ad/8/260/090F/h/thumb_1216542_property_xlarge_81488487.avif
17,0.0849,34.7405,10.7603,1457.0,0.5,0.3081,130875.5,0.2738,1,0,0,0,0,512000.0,https://www.mubawab-media.com/ad/8/248/080F/h/terrain%20a%20vendre%20_81365438.avif
23,0.3826,36.819,10.2358,1026.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,3000000.0,nan
16,0.0915,36.819,10.2358,400.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,240000.0,nan
1,0.3078,36.819,10.2358,352.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,650000.0,nan
16,0.0915,36.819,10.2358,295.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,295000.0,nan
16,0.0915,36.819,10.2358,250.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,212500.0,nan
16,0.0915,36.4561,10.7376,2000.0,0.5,0.4552,154974.0,0.2814,4,0,0,0,0,310000.0,https://www.mubawab-media.com/ad/8/136/253F/h/IMG-20250430-WA0000_80211748.avif
17,0.0408,36.8,10.1,1250.0,0.5,0.2078,110184.0,0.3168,4,0,0,0,0,70000.0,https://www.mubawab-media.com/ad/8/248/616F/h/e6cedf40-c131-4eb9-af5f-f46ba590eff2_81370750.avif
20,0.0862,36.8,10.1,1600.0,0.5,0.2413,110184.0,0.2944,2,0,0,0,0,1483200.0,https://www.mubawab-media.com/ad/8/202/212F/h/d918268e-2f2d-44d0-bfc9-d2370f7a2e03_80889446.avif
1,0.3067,36.899,10.2358,161.0,0.5,0.4235,43985.0,0.2782,4,0,0,0,0,128800.0,https://www.mubawab-media.com/ad/7/649/092F/h/Titres%20Fonciers%20Individuels_42101111.avif
23,0.3826,36.77,10.23,800.0,0.5,0.2779,2562.03,0.2778,1,0,0,0,0,900000.0,https://www.mubawab-media.com/ad/8/258/580F/h/gallery_81473093.avif
1,0.3067,36.819,10.2358,456.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,300000.0,nan
16,0.226,36.819,10.2358,456.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,410400.0,nan
4,0.0628,36.8,10.1,724.0,0.5,0.1627,110184.0,0.2738,4,0,0,0,0,202720.0,https://www.mubawab-media.com/ad/8/232/616F/h/thumb_1182558_property_large_81207316.avif
15,0.1223,36.8,10.1,720.0,0.5,0.2178,110184.0,0.3326,4,0,0,0,0,144000.0,https://www.mubawab-media.com/ad/8/255/219F/h/Buy%20Farm%20Land%20Near%20Bangalore%20-%20Guru%20Punvaanii_81471762.avif
1,0.3067,36.819,10.2358,168.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,180000.0,nan
20,0.0789,36.819,10.2358,100000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,5000000.0,nan
16,0.0915,36.819,10.2358,1700.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,730000.0,nan
16,0.0915,36.819,10.2358,200.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,90000.0,nan
1,0.3067,36.819,10.2358,736.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,809600.0,nan
16,0.1378,36.4561,10.7376,10000.0,0.5,0.1939,154974.0,0.3196,4,0,0,0,0,1300000.0,https://www.mubawab-media.com/ad/8/258/203F/h/villa_grombalia_hectare_olivier_3_81468967.avif
20,0.0717,36.8,10.1,5000.0,0.5,0.1527,110184.0,0.283,1,0,0,0,0,1400000.0,https://www.mubawab-media.com/ad/8/245/879F/h/e5f142b7-e5aa-4eda-a035-adc13e3d167b_81344171.avif
23,0.1268,36.8,10.1,609.0,0.5,0.3453,110184.0,0.2762,1,0,0,0,0,1583400.0,https://www.mubawab-media.com/ad/8/142/286F/h/Post-Facebook%20%286%29_80271888.avif
23,0.1268,36.8,10.1,822.0,0.5,0.3123,110184.0,0.2794,1,0,0,0,0,700000.0,https://www.mubawab-media.com/ad/8/257/759F/h/thumb_1214106_property_large_81464571.avif
23,0.1034,36.8,10.1,333.0,0.5,0.2194,110184.0,0.2778,1,0,0,0,0,155000.0,https://www.mubawab-media.com/ad/8/254/814F/h/gallery_81434750.avif
1,0.0871,36.8665,10.1647,428.0,0.5,0.2426,43985.0,0.3128,4,0,0,0,0,257000.0,https://www.mubawab-media.com/ad/8/257/586F/h/c6ffaea8-b994-4c15-a0d8-d5145407918c_81462799.avif
20,0.1122,35.8245,10.6346,2000.0,0.5,0.2902,150620.48,0.3152,4,0,0,0,0,500000.0,https://www.mubawab-media.com/ad/8/229/596F/h/20251002_133628_81172442.avif
20,0.2072,36.819,10.2358,510.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1000000.0,nan
16,0.0915,36.4561,10.7376,281.0,0.5,0.4552,154974.0,0.2706,4,0,0,0,0,175000.0,https://www.mubawab-media.com/ad/8/234/616F/h/1ed014a6-b3f6-4809-bcbd-32ae771b1bca_81227157.avif
16,0.0915,36.819,10.2358,242.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,57000.0,nan
16,0.0915,36.4561,10.7376,340.0,0.5,0.4552,154974.0,0.275,4,0,0,0,0,235000.0,https://www.mubawab-media.com/ad/8/257/338F/h/gallery_81459903.avif
16,0.0485,36.8,10.1,800.0,0.5,0.2426,110184.0,0.2746,4,0,0,0,0,620000.0,https://www.mubawab-media.com/ad/8/257/186F/h/8c048198-9b14-433f-abbd-14a45dd7af26_81458621.avif
1,0.1223,36.819,10.2358,440.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,154000.0,nan
1,0.3067,36.819,10.2358,596.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,745000.0,nan
3,0.058,36.819,10.2358,7600.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,1368000.0,nan
3,0.058,36.8,10.1,15000.0,0.5,0.2098,110184.0,0.281,2,0,0,0,0,1650000.0,https://www.mubawab-media.com/ad/8/184/137F/h/6c3e51d0-2623-4058-ab92-69370873e304_GF_80704143.avif
2,0.4708,36.819,10.2358,310000.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,2325000.0,https://www.mubawab-media.com/ad/8/183/380F/h/2c7fb66d-98ca-46ae-a5d2-875c829d2093_GF_80696846.avif
2,0.5237,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,420000.0,nan
16,0.3826,36.819,10.2358,12250.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,735000.0,nan
23,0.2657,36.819,10.2358,699.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,2240000.0,nan
1,0.1223,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,309900.0,nan
16,0.0915,36.819,10.2358,248.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,146000.0,nan
1,0.147,36.819,10.2358,8000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,4000000.0,nan
4,0.1268,36.8,10.1,800.0,0.5,0.2305,110184.0,0.3176,4,0,0,0,0,149000.0,https://www.mubawab-media.com/ad/8/256/578F/h/photo_01_81453306.avif
16,0.0915,36.4561,10.7376,1300.0,0.5,0.4552,154974.0,0.2714,1,0,0,0,0,910000.0,https://www.mubawab-media.com/ad/8/256/329F/h/the-hotel-sinbad-as-you%20%281%29_81450621.avif
20,0.0789,36.8,10.1,646.0,0.5,0.152,110184.0,0.3176,1,0,0,0,0,45000.0,https://www.mubawab-media.com/ad/8/256/272F/h/thumb_1212766_property_large_81450030.avif
20,0.2807,36.819,10.2358,694.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,763400.0,nan
16,0.0485,36.8,10.1,322.0,0.5,0.2426,110184.0,0.3172,4,0,0,0,0,170000.0,https://www.mubawab-media.com/ad/7/704/788F/h/347414050_211405167887968_8296178101109226604_n_47955302.avif
16,0.0915,36.819,10.2358,322.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,58000.0,nan
1,0.3067,36.819,10.2358,500.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,350000.0,nan
23,0.424,36.819,10.2358,550.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,440000.0,nan
4,0.0564,36.819,10.2358,320.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,150000.0,nan
1,0.1223,36.819,10.2358,374.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,130000.0,nan
23,0.3826,36.8769,10.3247,568.0,0.5,0.8015,2562.03,0.3593,4,0,0,0,0,5000000.0,https://www.mubawab-media.com/ad/6/727/591F/h/23067-3_78411456.avif
20,0.0,36.8,10.1,500.0,0.5,0.1695,110184.0,0.3192,4,0,0,0,0,65000.0,https://www.mubawab-media.com/ad/8/222/961F/h/WhatsApp%20Image%202025-09-22%20%C3%A0%2013.50.23_29616db9_81101613.avif
16,0.0485,36.8,10.1,222.0,0.5,0.2426,110184.0,0.277,4,0,0,0,0,70000.0,https://www.mubawab-media.com/ad/8/255/559F/h/1763045492099_81442498.avif
16,0.0915,36.4561,10.7376,500.0,0.5,0.4552,154974.0,0.3057,1,0,0,0,0,85000.0,https://www.mubawab-media.com/ad/8/183/385F/h/504105673_720592813813067_2997060782573396119_n_81152109.avif
13,0.0562,36.819,10.2358,353.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,260000.0,nan
23,0.2657,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,419000.0,nan
16,0.0915,36.819,10.2358,345.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,260000.0,nan
23,0.3826,36.819,10.2358,370.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,565000.0,nan
1,0.1091,36.819,10.2358,10000.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,730000.0,nan
1,0.1223,36.819,10.2358,473.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,90000.0,nan
16,0.0485,36.8,10.1,11000.0,0.5,0.2426,110184.0,0.2794,4,0,0,0,0,215000.0,https://www.mubawab-media.com/ad/7/841/000F/h/573869743_2328121267689585_835816029388535303_n_81435781.avif
23,0.4928,36.819,10.2358,170000.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,3400000.0,https://www.mubawab-media.com/ad/8/185/786F/h/20240712_183051_81307754.avif
23,0.14,36.8,10.1,10000.0,0.5,0.2172,110184.0,0.2702,2,0,0,0,0,350000.0,https://www.mubawab-media.com/ad/7/752/392F/h/20220703_082643_52955600.avif
23,0.1034,36.8,10.1,460.0,0.5,0.2194,110184.0,0.2778,1,0,0,0,0,310000.0,https://www.mubawab-media.com/ad/8/254/772F/h/gallery_81434300.avif
17,0.0849,36.819,10.2358,1147.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,270000.0,nan
3,0.3098,36.7533,10.2283,8000.0,0.5,0.1826,114262.5,0.312,4,0,0,0,0,350000.0,https://www.mubawab-media.com/ad/8/252/034F/h/WhatsApp%20Image%202025-11-09%20at%2012.36.16_81406043.avif
1,0.3067,36.819,10.2358,300.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,270000.0,nan
16,0.0915,36.819,10.2358,204.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,150000.0,nan
16,0.0915,36.819,10.2358,320.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,65000.0,nan
1,0.3078,36.819,10.2358,731.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1290000.0,nan
6,0.1268,36.819,10.2358,250000.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,1750000.0,nan
1,0.3078,36.819,10.2358,472.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,520000.0,nan
23,0.1268,36.819,10.2358,822.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,700000.0,nan
3,0.3098,36.7533,10.2283,341.0,0.5,0.1826,114262.5,0.2754,2,0,0,0,0,175000.0,https://www.mubawab-media.com/ad/7/900/223F/h/IMG-20240228-WA0035_73560349.avif
16,0.1709,36.8,10.1,60000.0,0.5,0.1511,110184.0,0.3168,4,0,0,0,0,1280000.0,https://www.mubawab-media.com/ad/8/104/715F/h/TERRAIN%20TYPIQUE_79892564.avif
20,0.1122,35.8245,10.6346,2400.0,0.5,0.2902,150620.48,0.2766,1,0,0,0,0,750000.0,https://www.mubawab-media.com/ad/8/137/137F/h/Hotel%20Vue%20Medina%20%281%29_80220044.avif
20,0.0789,36.819,10.2358,368.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,165600.0,nan
20,0.2072,36.819,10.2358,3400.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,10200000.0,nan
23,0.3826,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,890000.0,nan
16,0.0915,36.819,10.2358,435.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,361050.0,nan
3,0.3098,36.7533,10.2283,45000.0,0.5,0.1826,114262.5,0.318,4,0,0,0,0,1575000.0,https://www.mubawab-media.com/ad/8/005/457F/h/2f65d866-7547-44a6-85f6-55be6ed096fb_GF_78916962.avif
17,0.0562,36.8,10.1,1940.0,0.5,0.1511,110184.0,0.3172,4,0,0,0,0,600000.0,https://www.mubawab-media.com/ad/8/253/766F/h/Pos%202%20-%20Copie_81423916.avif
16,0.1466,36.8,10.1,310.0,0.5,0.1884,110184.0,0.2714,1,0,0,0,0,217000.0,https://www.mubawab-media.com/ad/8/244/432F/h/gallery_81327233.avif
23,0.3826,36.8769,10.3247,467.0,0.5,0.8015,2562.03,0.2848,1,0,0,0,0,1260900.0,https://www.mubawab-media.com/ad/8/251/232F/h/thumb_1204940_property_large_81397895.avif
16,0.0485,36.8,10.1,345.0,0.5,0.2426,110184.0,0.318,2,0,0,0,0,138000.0,https://www.mubawab-media.com/ad/8/253/516F/h/plage-oamarit_80830815_81421289.avif
14,0.065,36.8,10.1,300.0,0.5,0.1504,110184.0,0.2786,4,0,0,0,0,160000.0,https://www.mubawab-media.com/ad/8/129/173F/h/photo_0_80139039.avif
16,0.0915,36.819,10.2358,375.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,86250.0,nan
3,0.2022,36.819,10.2358,618.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,494400.0,nan
23,0.0445,36.8,10.1,311.0,0.5,0.2047,110184.0,0.3152,4,0,0,0,0,87000.0,https://www.mubawab-media.com/ad/8/252/422F/h/WhatsApp%20Image%202025-11-14%20%C3%A0%2007.31.03_2105164d_81409969.avif
16,0.1466,36.819,10.2358,1163.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1163000.0,nan
16,0.1466,36.819,10.2358,750.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,862500.0,nan
1,0.1223,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,369000.0,nan
23,0.0445,36.819,10.2358,185.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,31000.0,nan
1,0.3067,36.819,10.2358,1269.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,720000.0,nan
1,0.147,36.819,10.2358,45000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,381000.0,nan
1,0.3067,36.819,10.2358,736.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,650000.0,nan
1,0.3067,36.819,10.2358,2500.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,3750000.0,nan
3,0.1991,36.819,10.2358,485.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,388000.0,nan
13,0.139,36.8,10.1,1098.0,0.5,0.2875,110184.0,0.2782,1,0,0,0,0,660000.0,https://www.mubawab-media.com/ad/8/015/334F/h/Copie%20de%20Copie%20de%20Bleu%20Myrtilles%20Nourriture%20Fait%20Publication%20Facebook%20%2810%29_79018028.avif
23,0.5149,36.819,10.1658,1040.0,0.5,0.6863,2562.03,0.312,4,0,0,0,0,2500000.0,https://www.mubawab-media.com/ad/8/215/235F/h/image_3_81018880.avif
13,0.0915,36.819,10.2358,160000.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,1750000.0,https://www.mubawab-media.com/ad/8/239/535F/h/thumb_1186388_property_large_81277832.avif
3,0.3098,36.819,10.2358,443.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,288000.0,nan
3,0.3098,36.819,10.2358,35000.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,1750000.0,nan
1,0.1223,36.819,10.2358,496.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,124000.0,nan
13,0.0562,36.819,10.2358,780.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,468000.0,nan
1,0.1223,36.819,10.2358,650.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,650000.0,nan
1,0.3078,36.819,10.2358,833.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1500000.0,nan
1,0.1223,36.819,10.2358,650.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,650000.0,https://www.mubawab-media.com/ad/8/218/914F/h/thumb_1165332_property_large_81058207.avif
1,0.3078,36.819,10.2358,833.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1500000.0,https://www.mubawab-media.com/ad/8/234/008F/h/thumb_1183937_property_large_81220790.avif
1,0.3078,36.8665,10.1647,671.0,0.5,0.5305,43985.0,0.316,2,0,0,0,0,1200000.0,https://www.mubawab-media.com/ad/8/055/006F/h/beautiful-landscape-with-red-pin_79408669.avif
16,0.226,36.819,10.2358,310.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,90000.0,nan
23,0.3826,36.819,10.2358,600.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,750000.0,nan
3,0.0826,36.819,10.2358,250.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,212500.0,nan
23,0.4928,36.819,10.2358,4800.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1300000.0,nan
16,0.0915,36.819,10.2358,527.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,158000.0,nan
20,0.2072,36.819,10.2358,1000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,500000.0,nan
20,0.2072,36.819,10.2358,11000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,6000000.0,nan
20,0.2072,36.819,10.2358,1967.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,1967000.0,nan
20,0.2072,36.819,10.2358,467.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,362700.0,nan
18,0.1268,36.819,10.2358,500.0,0.5,0.517,43985.0,0.3168,3,0,0,0,0,140000.0,nan
16,0.0385,36.8,10.1,300.0,0.5,0.2237,110184.0,0.3192,4,0,0,0,0,450000.0,https://www.mubawab-media.com/ad/8/249/664F/h/Messenger_creation_F4FBD68C-697F-47DF-9595-9052C574F6C4_81381838.avif
16,0.7552,36.4561,10.7376,500.0,0.5,0.2218,154974.0,0.3148,1,0,0,0,0,250000.0,https://www.mubawab-media.com/ad/8/249/551F/h/terrain-a-vendre-2%20copie_81380613.avif
4,0.2943,36.819,10.2358,10000.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,500000.0,nan
23,0.0445,36.8,10.1,800.0,0.5,0.2047,110184.0,0.3282,4,0,0,0,0,180000.0,https://www.mubawab-media.com/ad/7/862/709F/h/1708162541968_68084647.avif
16,0.0496,36.8,10.1,400.0,0.5,0.2091,110184.0,0.2738,4,0,0,0,0,44000.0,https://www.mubawab-media.com/ad/8/249/234F/h/Screenshot_20251104_060646_com.google.android.apps.photos_edit_170759904233318_81377497.avif
23,0.3826,36.8769,10.3247,492.0,0.5,0.8015,2562.03,0.3164,4,0,0,0,0,580000.0,https://www.mubawab-media.com/ad/8/227/210F/h/thumb_1176062_property_large_81146802.avif
15,0.1268,36.819,10.2358,500.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,375000.0,nan
20,0.0175,36.819,10.2358,397.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,131010.0,nan
4,0.0562,36.819,10.2358,2000.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,430000.0,nan
16,0.0915,36.819,10.2358,310.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,24800.0,nan
1,0.3067,36.899,10.2358,472.0,0.5,0.4235,43985.0,0.2754,1,0,0,0,0,424800.0,https://www.mubawab-media.com/ad/8/248/683F/h/terrain%20%C3%A0%20vendre%20%281%29_81371299.avif
20,0.1122,36.819,10.2358,7100.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1278000.0,nan
23,0.1034,36.819,10.2358,530.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,480000.0,nan
16,0.0915,36.819,10.2358,450.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,405000.0,nan
1,0.1091,36.819,10.2358,130000.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,1500000.0,https://www.mubawab-media.com/ad/8/135/226F/h/thumb_1081796_property_large_80201824.avif
1,0.1223,36.819,10.2358,568.0,0.5,0.517,43985.0,0.3168,4,0,0,0,0,369000.0,nan
3,0.2022,36.819,10.2358,491.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,491000.0,nan
4,0.076,36.819,10.2358,300.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,81000.0,nan
23,0.3826,36.819,10.2358,404.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,1292800.0,nan
20,0.0862,36.8,10.1,330.0,0.5,0.2413,110184.0,0.2814,3,0,0,0,0,214000.0,https://www.mubawab-media.com/ad/8/233/036F/h/plan%20Hergla_81211616.avif
16,0.0915,36.4561,10.7376,235.0,0.5,0.4552,154974.0,0.2734,2,0,0,0,0,352000.0,https://www.mubawab-media.com/ad/8/247/479F/h/e2356456-46b3-4dad-9975-bb8d7a590830_81360390.avif
16,0.0915,36.4561,10.7376,440.0,0.5,0.4552,154974.0,0.3053,1,0,0,0,0,255000.0,https://www.mubawab-media.com/ad/7/889/094F/h/thumb_1154434_property_xlarge_80994019.avif
16,0.0915,36.4561,10.7376,500.0,0.5,0.4552,154974.0,0.3168,2,0,0,0,0,650000.0,https://www.mubawab-media.com/ad/7/898/221F/h/thumb_1112113_property_xlarge_80994386.avif
1,0.3078,36.8665,10.1647,500.0,0.5,0.5305,43985.0,0.2742,1,0,0,0,0,475000.0,https://www.mubawab-media.com/ad/8/247/410F/h/thumb_1200153_property_large_81359707.avif
23,0.5149,36.819,10.2358,550.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,500000.0,nan
16,0.0915,36.819,10.2358,433.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,736100.0,nan
16,0.1378,36.4561,10.7376,30000.0,0.5,0.1939,154974.0,0.3164,4,0,0,0,0,850000.0,https://www.mubawab-media.com/ad/8/246/507F/h/WhatsApp%20Image%202025-09-30%20%C3%A0%2015.46.10_ce79eb12_81350175.avif
16,0.0915,36.819,10.2358,400.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,380000.0,nan
16,0.0915,36.819,10.2358,265.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,159000.0,nan
1,0.3067,36.819,10.2358,596.0,0.5,0.517,43985.0,0.3168,2,0,0,0,0,1100000.0,nan
1,0.3067,36.819,10.2358,3500.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,2450000.0,nan
20,0.0789,36.819,10.2358,12647.0,0.5,0.517,43985.0,0.3168,1,0,0,0,0,253000.0,nan
