gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,prix,image_url,type_bien,type_transaction,has_ascenseur,has_meuble,has_terrasse,has_piscine,has_vue_mer,has_garage,has_securite,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_porte_blindee,has_concierge,has_jardin,has_standing,has_vue_montagne,has_cheminee
23.0,0.7037,36.8528,10.3247,180.0,4.0,3.0,0.5,0.5388,2.0,2562.03,0.3124,4.0,0.0,3800.0,https://www.mubawab-media.com/ad/7/892/729F/h/WhatsApp%20Image%202025-08-05%20%C3%A0%2017.00.26_dabde889_80849257.avif,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0
23.0,0.8148,36.8769,10.3247,146.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.2766,4.0,0.0,4500.0,https://www.mubawab-media.com/ad/8/276/226F/h/WhatsApp%20Image%202025-12-24%20at%2014.13.04_81675003.avif,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,180.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.2734,4.0,0.0,4000.0,https://www.mubawab-media.com/ad/8/297/633F/h/WhatsApp%20Image%202026-02-04%20at%2016.18.54_81905737.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,140.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3396,4.0,0.0,4000.0,https://www.mubawab-media.com/ad/8/296/253F/h/5_81891396.avif,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,100.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3582,4.0,0.0,3400.0,https://www.mubawab-media.com/ad/8/296/539F/h/1_81894450.avif,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0
23.0,0.7037,36.819,10.1658,120.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.3005,4.0,0.0,2100.0,https://www.mubawab-media.com/ad/8/296/936F/h/thumb_1270820_property_large_81898471.avif,1,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,80.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3254,4.0,0.0,1900.0,https://www.mubawab-media.com/ad/8/297/437F/h/thumb_1271482_property_large_81903685.avif,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1.0,0.3889,36.8665,10.1647,75.0,1.0,1.0,0.5,0.5305,2.0,43985.0,0.271,4.0,0.0,800.0,https://www.mubawab-media.com/ad/8/138/914F/h/1000037784_81917897.avif,1,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,80.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.314,4.0,0.0,1500.0,https://www.mubawab-media.com/ad/8/296/291F/h/WhatsApp%20Image%202025-08-30%20at%2010.27.33_81891785.avif,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0
23.0,0.7037,36.8528,10.3247,70.0,2.0,1.0,0.5,0.5388,2.0,2562.03,0.3116,4.0,0.0,2300.0,https://www.mubawab-media.com/ad/8/302/250F/h/7e01ff43-a693-4038-949f-3b758f507840_WhatsApp%20Image%202026-02-11%20at%204.56.08%20PM%20%281%29_81955782.avif,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0
23.0,0.7037,36.819,10.1658,100.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3638,4.0,0.0,2100.0,https://www.mubawab-media.com/ad/8/302/246F/h/IMG_5551_81955690.avif,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0
23.0,0.7037,36.819,10.1658,110.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3557,4.0,0.0,2300.0,https://www.mubawab-media.com/ad/8/302/232F/h/IMG_5482_81955550.avif,1,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0
23.0,0.7037,36.819,10.1658,125.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3836,4.0,0.0,2300.0,https://www.mubawab-media.com/ad/8/302/225F/h/IMG_5464_81955470.avif,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0
23.0,0.7037,36.819,10.1658,110.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3168,1.0,0.0,2500.0,https://www.mubawab-media.com/ad/8/302/136F/h/C4HrnufD8jlisDXm-thumb_81955105.avif,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0
1.0,0.3889,36.8665,10.1647,56.0,2.0,1.0,0.5,0.5305,2.0,43985.0,0.2706,4.0,0.0,1000.0,https://www.mubawab-media.com/ad/8/283/962F/h/gallery_81759414.avif,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0
1.0,0.3704,36.899,10.2358,110.0,3.0,2.0,0.5,0.4235,2.0,43985.0,0.2706,4.0,0.0,1700.0,https://www.mubawab-media.com/ad/8/302/126F/h/gallery_81954567.avif,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
23.0,0.7037,36.8528,10.3247,200.0,4.0,3.0,0.5,0.5388,2.0,2562.03,0.3144,4.0,0.0,4000.0,https://www.mubawab-media.com/ad/8/197/877F/h/6a563435-d464-44f7-b460-893945e24dc2_80841241.avif,1,1,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0
23.0,0.7037,36.8528,10.3247,250.0,4.0,3.0,0.5,0.5388,2.0,2562.03,0.3281,4.0,0.0,4000.0,https://www.mubawab-media.com/ad/8/286/504F/h/3608eb17-dade-413c-b2ef-d7ef0ec4d70c_81785413.avif,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0
23.0,0.7037,36.8528,10.3247,100.0,2.0,1.0,0.5,0.5388,2.0,2562.03,0.3156,4.0,0.0,2500.0,https://www.mubawab-media.com/ad/8/293/641F/h/b48fda32-2a2e-4c6a-9482-a6cd053e8cc3_81860254.avif,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,70.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.2848,4.0,0.0,2100.0,https://www.mubawab-media.com/ad/8/285/215F/h/3d07e363-7f85-482b-8f21-dd53cda29b4a_81772181.avif,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0
16.0,0.3333,36.4561,10.7376,60.0,3.0,2.0,0.5,0.4454,2.0,154974.0,0.2706,4.0,0.0,600.0,https://www.mubawab-media.com/ad/8/302/114F/h/gallery_81954402.avif,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,65.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.2848,4.0,0.0,2000.0,https://www.mubawab-media.com/ad/8/254/649F/h/7456049e-aa8f-487c-8a2f-65cef7f4a43d_81636745.avif,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
16.0,0.3611,36.4561,10.7376,110.0,4.0,1.0,0.5,0.4552,2.0,154974.0,0.3164,4.0,0.0,700.0,https://www.mubawab-media.com/ad/8/302/098F/h/4_81954219.avif,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
23.0,0.7037,36.8528,10.3247,150.0,4.0,3.0,0.5,0.5388,2.0,2562.03,0.3293,4.0,0.0,2000.0,https://www.mubawab-media.com/ad/8/302/088F/h/WhatsApp%20Image%202026-02-12%20at%2010.20.33_81954189.avif,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
23.0,0.7037,36.819,10.1658,64.0,3.0,1.0,0.5,0.5524,2.0,2562.03,0.371,4.0,0.0,1500.0,https://www.mubawab-media.com/ad/8/292/011F/h/photo_00_81843261.avif,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
23.0,0.8148,36.8769,10.3247,120.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3285,4.0,0.0,1900.0,https://www.mubawab-media.com/ad/8/302/046F/h/2_81953631.avif,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,120.0,2.0,2.0,0.5,0.8015,2.0,2562.03,0.3573,4.0,0.0,1500.0,https://www.mubawab-media.com/ad/8/302/048F/h/8e3bb126-0901-459c-af9f-535f4b74f377%20%281%29_81953641.avif,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,100.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.2706,4.0,0.0,2500.0,https://www.mubawab-media.com/ad/8/302/023F/h/444_81953521.avif,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23.0,0.5926,36.844,10.192,200.0,5.0,4.0,0.5,0.3403,2.0,43985.0,0.2754,4.0,0.0,2500.0,https://www.mubawab-media.com/ad/8/302/035F/h/MlFwqXocEkmC795h-thumb%20%281%29_81953542.avif,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1.0,0.3889,36.8665,10.1647,125.0,3.0,2.0,0.5,0.5305,2.0,43985.0,0.3168,4.0,0.0,1600.0,https://www.mubawab-media.com/ad/8/302/026F/h/20240316_035325_81953469.avif,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1.0,0.3704,36.899,10.2358,70.0,2.0,1.0,0.5,0.4235,2.0,43985.0,0.2802,4.0,0.0,1050.0,https://www.mubawab-media.com/ad/8/292/646F/h/WhatsApp%20Image%202026-01-27%20at%2013.06.26%20%281%29_81849745.avif,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
23.0,0.7037,36.819,10.1658,150.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.3367,4.0,0.0,2100.0,https://www.mubawab-media.com/ad/8/302/034F/h/thumb_1277264_property_large_81953516.avif,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
16.0,0.3611,36.4561,10.7376,55.0,2.0,1.0,0.5,0.4552,2.0,154974.0,0.3108,4.0,0.0,700.0,https://www.mubawab-media.com/ad/8/302/031F/h/IMG_20250111_143235_81953493.avif,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
16.0,0.3611,36.4561,10.7376,130.0,4.0,3.0,0.5,0.4552,2.0,154974.0,0.3128,4.0,0.0,1200.0,https://www.mubawab-media.com/ad/8/095/566F/h/WhatsApp%20Image%202023-05-31%20at%2009.42.55_80737227.avif,1,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0
23.0,0.7037,36.819,10.1658,160.0,3.0,4.0,0.5,0.5524,2.0,2562.03,0.3297,4.0,0.0,3000.0,https://www.mubawab-media.com/ad/8/287/631F/h/thumb_416770_property_xlarge_81797420.avif,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,180.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3096,4.0,0.0,2600.0,https://www.mubawab-media.com/ad/8/284/797F/h/1000064830_81767559.avif,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,150.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3128,4.0,0.0,1650.0,https://www.mubawab-media.com/ad/8/036/899F/h/WhatsApp%20Image%202024-01-18%20%C3%A0%2009.11.07_60c033e1_79227150.avif,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,70.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3124,4.0,0.0,1150.0,https://www.mubawab-media.com/ad/8/169/613F/h/thumb_1233170_property_xlarge_81710505.avif,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23.0,0.5926,36.844,10.192,65.0,2.0,1.0,0.5,0.3403,2.0,43985.0,0.273,4.0,0.0,1300.0,https://www.mubawab-media.com/ad/8/301/988F/h/ef4dca2f-9cb1-4807-bf7d-57719964589b_7_81952942.avif,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0
23.0,0.8148,36.8769,10.3247,105.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3511,4.0,0.0,1700.0,https://www.mubawab-media.com/ad/8/279/901F/h/605730749_887189203685352_2186397806780205500_n_81715473.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
16.0,0.3333,36.4561,10.7376,130.0,3.0,2.0,0.5,0.4454,2.0,154974.0,0.3176,4.0,0.0,1400.0,https://www.mubawab-media.com/ad/8/301/964F/h/jbpM7q6l27ZPx0Mi-thumb_81952757.avif,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,130.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.316,4.0,0.0,3200.0,https://www.mubawab-media.com/ad/8/272/301F/h/c16175de-195a-4a47-99b5-73e2fbbed299_81633048.avif,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0
20.0,0.3333,35.8245,10.6346,200.0,5.0,3.0,0.5,0.517,2.0,150620.48,0.3317,4.0,0.0,2500.0,https://www.mubawab-media.com/ad/7/885/841F/h/10535-16_78410605.avif,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,63.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3406,4.0,0.0,2300.0,https://www.mubawab-media.com/ad/8/275/186F/h/3ec6c63b-199b-4fed-b744-ceee652da8ca_81662945.avif,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,200.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3545,4.0,0.0,3800.0,https://www.mubawab-media.com/ad/8/286/597F/h/c3ef413a-60b0-4b14-9abf-a8683ec5a84c_81786818.avif,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
23.0,0.7037,36.819,10.1658,140.0,2.0,2.0,0.5,0.5524,2.0,2562.03,0.3407,4.0,0.0,2000.0,https://www.mubawab-media.com/ad/8/255/452F/h/thumb_285172_property_xlarge_81441446.avif,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16.0,0.3611,36.4561,10.7376,70.0,2.0,1.0,0.5,0.4552,2.0,154974.0,0.279,4.0,0.0,1100.0,https://www.mubawab-media.com/ad/8/298/233F/h/1-2_81912386.avif,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0
16.0,0.3611,36.4561,10.7376,110.0,3.0,2.0,0.5,0.4552,2.0,154974.0,0.279,4.0,0.0,1300.0,https://www.mubawab-media.com/ad/8/297/602F/h/ph1_81905494.avif,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,208.0,5.0,4.0,0.5,0.8015,2.0,2562.03,0.3236,4.0,0.0,2100.0,https://www.mubawab-media.com/ad/8/191/877F/h/photo_0_81971713.avif,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0
23.0,0.8148,36.8769,10.3247,60.0,3.0,1.0,0.5,0.8015,2.0,2562.03,0.3281,4.0,0.0,1400.0,https://www.mubawab-media.com/ad/8/301/922F/h/1224018d-a0eb-4a30-a7e4-7da64560ff91_81952349.avif,1,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0
23.0,0.5926,36.844,10.192,140.0,3.0,3.0,0.5,0.3403,2.0,43985.0,0.3116,4.0,0.0,1800.0,https://www.mubawab-media.com/ad/8/301/912F/h/photo_00_81952273.avif,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,160.0,9.0,3.0,0.5,0.8015,2.0,2562.03,0.3148,4.0,0.0,5500.0,https://www.mubawab-media.com/ad/8/301/904F/h/305491fe-4827-4d06-87c9-a763caa5d538_81952142.avif,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,70.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.2786,4.0,0.0,1500.0,https://www.mubawab-media.com/ad/8/301/892F/h/IMG_3880_81952005.avif,1,1,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,200.0,3.0,4.0,0.5,0.8015,2.0,2562.03,0.3152,4.0,0.0,2300.0,https://www.mubawab-media.com/ad/8/301/863F/h/thumb_1276570_property_xlarge_81951701.avif,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,147.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3164,4.0,0.0,1250.0,https://www.mubawab-media.com/ad/8/301/855F/h/IMG_7069_81951600.avif,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23.0,0.2037,36.8,10.1,120.0,4.0,3.0,0.5,0.3155,2.0,110184.0,0.3132,4.0,0.0,900.0,https://www.mubawab-media.com/ad/8/301/832F/h/WhatsApp%20Image%202026-02-11%20at%206.15.44%20PM%20%281%29_81951390.avif,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,65.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.2706,4.0,0.0,2250.0,https://www.mubawab-media.com/ad/8/283/973F/h/gallery_81759521.avif,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
23.0,0.7037,36.819,10.1658,110.0,3.0,1.0,0.5,0.5524,2.0,2562.03,0.3407,4.0,0.0,1300.0,https://www.mubawab-media.com/ad/8/301/779F/h/thumb_1276722_property_xlarge_81950789.avif,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,110.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3372,4.0,0.0,7000.0,https://www.mubawab-media.com/ad/7/807/875F/h/image_6483441%20%281%29_81371178.avif,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
23.0,0.2037,36.8,10.1,120.0,4.0,3.0,0.5,0.3155,2.0,110184.0,0.3132,4.0,0.0,900.0,https://www.mubawab-media.com/ad/8/301/832F/h/WhatsApp%20Image%202026-02-11%20at%206.15.44%20PM%20%281%29_81951390.avif,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,65.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.2706,4.0,0.0,2250.0,https://www.mubawab-media.com/ad/8/283/973F/h/gallery_81759521.avif,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
23.0,0.7037,36.819,10.1658,110.0,3.0,1.0,0.5,0.5524,2.0,2562.03,0.3407,4.0,0.0,1300.0,https://www.mubawab-media.com/ad/8/301/779F/h/thumb_1276722_property_xlarge_81950789.avif,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,110.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3372,4.0,0.0,7000.0,https://www.mubawab-media.com/ad/7/807/875F/h/image_6483441%20%281%29_81371178.avif,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
20.0,0.3333,36.8,10.1,175.0,2.0,1.0,0.5,0.3807,2.0,110184.0,0.34,4.0,0.0,1000.0,https://www.mubawab-media.com/ad/8/301/750F/h/624431207_1188900403225432_3046942553993201270_n_81950429.avif,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
23.0,0.5,36.819,10.1658,110.0,3.0,2.0,0.5,0.3526,2.0,2562.03,0.3463,4.0,0.0,3000.0,https://www.mubawab-media.com/ad/8/097/731F/h/image_1_79824007.avif,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,100.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3226,4.0,0.0,1300.0,https://www.mubawab-media.com/ad/8/301/740F/h/625374558_921653360468078_8868435383696644423_n_81952733.avif,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
1.0,0.3704,36.899,10.2358,58.0,2.0,1.0,0.5,0.4235,2.0,43985.0,0.3136,4.0,0.0,1650.0,https://www.mubawab-media.com/ad/8/301/738F/h/WhatsApp%20Image%202026-02-11%20at%201.13.11%20PM_81950269.avif,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0
16.0,0.3333,36.4561,10.7376,60.0,1.0,1.0,0.5,0.4454,2.0,154974.0,0.318,4.0,0.0,1100.0,https://www.mubawab-media.com/ad/8/251/228F/h/thumb_1204864_property_large_81397827.avif,1,1,1,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
16.0,0.3333,36.4561,10.7376,60.0,1.0,1.0,0.5,0.4454,2.0,154974.0,0.3184,4.0,0.0,1200.0,https://www.mubawab-media.com/ad/8/296/231F/h/thumb_1270187_property_large_81891170.avif,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0
23.0,0.5926,36.844,10.192,120.0,4.0,3.0,0.5,0.3403,2.0,43985.0,0.3273,4.0,0.0,1450.0,https://www.mubawab-media.com/ad/8/301/736F/h/627925409_25165187553154631_1175046591941203364_n_81950242.avif,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,65.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3152,4.0,0.0,1800.0,https://www.mubawab-media.com/ad/8/301/724F/h/2_81950143.avif,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,110.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3128,4.0,0.0,2500.0,https://www.mubawab-media.com/ad/8/293/249F/h/image_1_81856327.avif,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
23.0,0.8148,36.8769,10.3247,110.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3403,4.0,0.0,6000.0,https://www.mubawab-media.com/ad/8/301/707F/h/image_1_81950023.avif,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0
23.0,0.8148,36.8769,10.3247,78.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.2746,4.0,0.0,1450.0,https://www.mubawab-media.com/ad/8/296/250F/h/20f863c3-4d57-4bed-8893-3e046d39fc4a_81891345.avif,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,51.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3136,4.0,0.0,1000.0,https://www.mubawab-media.com/ad/8/281/450F/h/dbeaf6fb-a677-40c1-aea2-e45dd0adae95_81736147.avif,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,148.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.323,4.0,0.0,2300.0,https://www.mubawab-media.com/ad/8/301/702F/h/369c8a65-4bef-45cd-afdb-3935527c2ac9_WhatsApp%20Image%202026-02-10%20at%205.09.52%20PM_81949872.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,110.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.2718,4.0,0.0,1200.0,https://www.mubawab-media.com/ad/8/301/668F/h/WhatsApp%20Image%202026-02-09%20at%2014.00.53_81949447.avif,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0
23.0,0.4074,36.8451,10.2272,145.0,4.0,4.0,0.5,0.4448,2.0,43985.0,0.3156,4.0,0.0,2000.0,https://www.mubawab-media.com/ad/8/284/067F/h/thumb_1236058_property_xlarge_81760523.avif,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1.0,0.3704,36.899,10.2358,55.0,1.0,1.0,0.5,0.4235,2.0,43985.0,0.3815,4.0,0.0,1150.0,https://www.mubawab-media.com/ad/7/961/824F/h/thumb_867423_property_large_78481962.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,130.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.2782,4.0,0.0,2200.0,https://www.mubawab-media.com/ad/8/255/019F/h/thumb_1271919_property_xlarge_81949336.avif,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
23.0,0.7037,36.819,10.1658,70.0,2.0,1.0,0.5,0.5524,2.0,2562.03,0.2969,4.0,0.0,1800.0,https://www.mubawab-media.com/ad/8/301/649F/h/logo1_81949235.avif,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,0,0,0
23.0,0.7037,36.819,10.1658,70.0,2.0,1.0,0.5,0.5524,2.0,2562.03,0.3671,4.0,0.0,1700.0,https://www.mubawab-media.com/ad/8/154/034F/h/WhatsApp%20Image%202025-06-01%20at%204.27.20%20PM%20%281%29_80396852.avif,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
23.0,0.8148,36.8769,10.3247,65.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3176,4.0,0.0,1050.0,https://www.mubawab-media.com/ad/8/301/630F/h/01_81949098.avif,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,60.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3152,4.0,0.0,1060.0,https://www.mubawab-media.com/ad/8/301/624F/h/514361922_24574915198792807_7909720035987925315_n_81949002.avif,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1.0,0.3704,36.899,10.2358,120.0,3.0,2.0,0.5,0.4235,2.0,43985.0,0.3228,4.0,0.0,1050.0,https://www.mubawab-media.com/ad/8/286/488F/h/photo_00_81785254.avif,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0
23.0,0.7037,36.819,10.1658,110.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3431,4.0,0.0,2000.0,https://www.mubawab-media.com/ad/8/287/081F/h/thumb_1239811_property_xlarge_81791662.avif,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
23.0,0.3148,36.8,10.1,150.0,4.0,3.0,0.5,0.2656,2.0,110184.0,0.3196,4.0,0.0,2500.0,https://www.mubawab-media.com/ad/8/301/556F/h/626915992_1446257733675588_5102027018341680865_n_81948392.avif,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0
23.0,0.8148,36.8769,10.3247,55.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3156,4.0,0.0,1100.0,https://www.mubawab-media.com/ad/8/301/540F/h/3PLZNhkmArqwP7Xg-thumb_81948259.avif,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0
23.0,0.8148,36.8769,10.3247,50.0,1.0,1.0,0.5,0.8015,2.0,2562.03,0.2758,4.0,0.0,950.0,https://www.mubawab-media.com/ad/8/301/518F/h/IMG_0246_81948050.avif,1,1,1,1,0,0,0,1,1,1,1,1,0,1,1,0,0,0,0
