gouvernorat_enc,ville_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,prix,image_url,images,type_bien,type_transaction,has_ascenseur,has_meuble,has_terrasse,has_piscine,has_vue_mer,has_garage,has_securite,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_porte_blindee,has_concierge,has_jardin,has_standing,has_vue_montagne,has_cheminee,etat_score,etat_prob_renove,standing_score,standing_prob_luxe
23,0.0017,36.819,10.1658,79.0,2.0,1.0,0.5,0.5524,2.0,2562.03,0.2871,4,0,1350.0,https://www.mubawab-media.com/ad/8/271/476F/h/IMG_2971_81648349.avif,https://www.mubawab-media.com/ad/8/271/476F/h/IMG_2971_81648349.avif | https://www.mubawab-media.com/ad/8/271/476F/h/IMG_2981_81648350.avif | https://www.mubawab-media.com/ad/8/271/476F/h/IMG_2979_81648351.avif | https://www.mubawab-media.com/ad/8/271/476F/h/IMG_2974_81648352.avif,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0.6882,3,0.3662
20,0.0016,36.8,10.1,71.0,2.0,1.0,0.5,0.334,2.0,110184.0,0.3184,4,0,1000.0,https://www.mubawab-media.com/ad/8/280/312F/h/609075711_1167021952079944_1741081716488346431_n_81719407.avif,https://www.mubawab-media.com/ad/8/280/312F/h/609075711_1167021952079944_1741081716488346431_n_81719407.avif | https://www.mubawab-media.com/ad/8/280/312F/h/605572183_1167021918746614_844524226868136135_n_81719408.avif | https://www.mubawab-media.com/ad/8/280/312F/h/605122386_1167021882079951_3476894311842638002_n_81719409.avif | https://www.mubawab-media.com/ad/8/280/312F/h/605640451_1167021885413284_5440267643881382644_n_81719410.avif,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0.7099,2,0.372
23,0.0017,36.819,10.1658,60.0,3.0,1.0,0.5,0.5524,2.0,2562.03,0.3471,4,0,2200.0,https://www.mubawab-media.com/ad/8/279/617F/h/photo_0_81719385.avif,https://www.mubawab-media.com/ad/8/279/617F/h/photo_0_81719385.avif | https://www.mubawab-media.com/ad/8/279/617F/h/photo_1_81719386.avif | https://www.mubawab-media.com/ad/8/279/617F/h/photo_2_81719387.avif | https://www.mubawab-media.com/ad/8/279/617F/h/photo_3_81719388.avif,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0.7429,3,0.4123
1,0.2542,36.8665,10.1647,60.0,1.0,1.0,0.5,0.5305,2.0,43985.0,0.324,4,0,800.0,https://www.mubawab-media.com/ad/8/280/204F/h/IMG_9993_81718418.avif,https://www.mubawab-media.com/ad/8/280/204F/h/IMG_9993_81718418.avif | https://www.mubawab-media.com/ad/8/280/204F/h/IMG_9990_81718419.avif | https://www.mubawab-media.com/ad/8/280/204F/h/IMG_9989_81718420.avif | https://www.mubawab-media.com/ad/8/280/204F/h/IMG_9941_81718421.avif,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.7097,2,0.3538
23,0.0025,36.8769,10.3247,200.0,1.0,3.0,0.5,0.8015,2.0,2562.03,0.3277,4,0,4500.0,https://www.mubawab-media.com/ad/8/252/160F/h/thumb_1206417_property_large_81407449.avif,https://www.mubawab-media.com/ad/8/252/160F/h/thumb_1206417_property_large_81407449.avif | https://www.mubawab-media.com/ad/8/252/160F/h/thumb_1206416_property_large_81407450.avif | https://www.mubawab-media.com/ad/8/252/160F/h/thumb_1206420_property_large_81407441.avif | https://www.mubawab-media.com/ad/8/252/160F/h/thumb_1206418_property_large_81407448.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0.6126,2,0.347
23,0.0025,36.8769,10.3247,80.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3254,4,0,1100.0,https://www.mubawab-media.com/ad/8/214/425F/h/462573046_3832315327006498_4102950005814722594_n_81010158.avif,https://www.mubawab-media.com/ad/8/214/425F/h/462573046_3832315327006498_4102950005814722594_n_81010158.avif | https://www.mubawab-media.com/ad/8/214/425F/h/462563618_1009957804289909_3772589992579797669_n_81010160.avif | https://www.mubawab-media.com/ad/8/214/425F/h/462582159_1417336006318254_1867636349797102633_n_81010161.avif | https://www.mubawab-media.com/ad/8/214/425F/h/462582221_1281325079658376_6851342040656990772_n_81010162.avif,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0.668,2,0.3515
1,0.2335,36.899,10.2358,120.0,4.0,3.0,0.5,0.4235,2.0,43985.0,0.2746,4,0,1900.0,https://www.mubawab-media.com/ad/7/909/775F/h/438267289_25258911857089156_3087681778100290454_n_80337060.avif,https://www.mubawab-media.com/ad/7/909/775F/h/438267289_25258911857089156_3087681778100290454_n_80337060.avif | https://www.mubawab-media.com/ad/7/909/775F/h/438203958_1493685317889428_3435027564143579942_n_74824474.avif | https://www.mubawab-media.com/ad/7/909/775F/h/438209107_1730948014497848_5932399719723849196_n_74824475.avif | https://www.mubawab-media.com/ad/7/909/775F/h/438209157_1122698235604016_8437208758919612804_n_74824476.avif,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0.7262,2,0.3704
23,0.0025,36.8769,10.3247,100.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3258,4,0,3500.0,https://www.mubawab-media.com/ad/8/229/606F/h/553472314_1464660278133302_7706327372466606266_n_81172543.avif,https://www.mubawab-media.com/ad/8/229/606F/h/553472314_1464660278133302_7706327372466606266_n_81172543.avif | https://www.mubawab-media.com/ad/8/229/606F/h/553229277_1000825842156943_6731835770457862476_n_81172544.avif | https://www.mubawab-media.com/ad/8/229/606F/h/553429108_2341608166298990_2706511308314600971_n_81172545.avif | https://www.mubawab-media.com/ad/8/229/606F/h/552686316_1202319451951258_7275546737585794190_n_81172546.avif,1,1,0,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0.6909,3,0.3708
23,0.0017,36.819,10.1658,165.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.3438,4,0,2900.0,https://www.mubawab-media.com/ad/8/251/065F/h/IMG_20251018_160140_461_81396221.avif,https://www.mubawab-media.com/ad/8/251/065F/h/IMG_20251018_160140_461_81396221.avif | https://www.mubawab-media.com/ad/8/251/065F/h/IMG_20251107_145335_877_81396220.avif | https://www.mubawab-media.com/ad/8/251/065F/h/IMG_20251220_104934_974_81659920.avif | https://www.mubawab-media.com/ad/8/251/065F/h/IMG-20251219-WA0019_81659922.avif,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0.7049,2,0.3698
23,0.0017,36.819,10.1658,121.0,3.0,2.0,0.5,0.5524,2.0,2562.03,0.3265,4,0,1800.0,https://www.mubawab-media.com/ad/8/280/101F/h/WhatsApp%20Image%202026-01-03%20at%209.09.29%20PM%20%281%29_81717412.avif,https://www.mubawab-media.com/ad/8/280/101F/h/WhatsApp%20Image%202026-01-03%20at%209.09.29%20PM%20%281%29_81717412.avif | https://www.mubawab-media.com/ad/8/280/101F/h/WhatsApp%20Image%202026-01-03%20at%209.09.29%20PM_81717413.avif | https://www.mubawab-media.com/ad/8/280/101F/h/WhatsApp%20Image%202026-01-03%20at%209.09.29%20PM%20%284%29_81717414.avif | https://www.mubawab-media.com/ad/8/280/101F/h/WhatsApp%20Image%202026-01-03%20at%209.09.29%20PM%20%283%29_81717415.avif,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0.6449,2,0.3428
23,0.0025,36.8769,10.3247,121.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.2742,4,0,3500.0,https://www.mubawab-media.com/ad/8/280/099F/h/WhatsApp%20Image%202026-01-03%20at%209.08.46%20PM%20%286%29_81717404.avif,https://www.mubawab-media.com/ad/8/280/099F/h/WhatsApp%20Image%202026-01-03%20at%209.08.46%20PM%20%286%29_81717404.avif | https://www.mubawab-media.com/ad/8/280/099F/h/WhatsApp%20Image%202026-01-03%20at%209.08.46%20PM%20%287%29_81717405.avif | https://www.mubawab-media.com/ad/8/280/099F/h/WhatsApp%20Image%202026-01-03%20at%209.08.47%20PM%20%283%29_81717406.avif | https://www.mubawab-media.com/ad/8/280/099F/h/WhatsApp%20Image%202026-01-03%20at%209.08.47%20PM%20%282%29_81717407.avif,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0.5481,3,0.3568
23,0.0025,36.8769,10.3247,121.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3172,4,0,2300.0,https://www.mubawab-media.com/ad/8/280/094F/h/WhatsApp%20Image%202026-01-03%20at%209.03.03%20PM_81717381.avif,https://www.mubawab-media.com/ad/8/280/094F/h/WhatsApp%20Image%202026-01-03%20at%209.03.03%20PM_81717381.avif | https://www.mubawab-media.com/ad/8/280/094F/h/WhatsApp%20Image%202026-01-03%20at%209.03.06%20PM%20%283%29_81717382.avif | https://www.mubawab-media.com/ad/8/280/094F/h/WhatsApp%20Image%202026-01-03%20at%209.03.05%20PM%20%281%29_81717383.avif | https://www.mubawab-media.com/ad/8/280/094F/h/WhatsApp%20Image%202026-01-03%20at%209.03.06%20PM_81717384.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0.6425,3,0.3717
23,0.0017,36.819,10.1658,121.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.3519,4,0,3500.0,https://www.mubawab-media.com/ad/8/280/088F/h/WhatsApp%20Image%202026-01-03%20at%208.58.48%20PM_81717332.avif,https://www.mubawab-media.com/ad/8/280/088F/h/WhatsApp%20Image%202026-01-03%20at%208.58.48%20PM_81717332.avif | https://www.mubawab-media.com/ad/8/280/088F/h/WhatsApp%20Image%202026-01-03%20at%208.58.50%20PM%20%281%29_81717333.avif | https://www.mubawab-media.com/ad/8/280/088F/h/WhatsApp%20Image%202026-01-03%20at%208.58.50%20PM%20%283%29_81717334.avif | https://www.mubawab-media.com/ad/8/280/088F/h/WhatsApp%20Image%202026-01-03%20at%208.58.49%20PM%20%281%29_81717335.avif,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,0.6323,2,0.3711
1,0.2335,36.899,10.2358,65.0,2.0,1.0,0.5,0.4235,2.0,43985.0,0.3164,1,0,1300.0,https://www.mubawab-media.com/ad/8/231/822F/h/Screenshot_20251009_115749_WhatsApp_81199159.avif,https://www.mubawab-media.com/ad/8/231/822F/h/Screenshot_20251009_115749_WhatsApp_81199159.avif,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,1,0.5907,3,0.4017
23,0.0025,36.8769,10.3247,150.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3502,4,0,3000.0,https://www.mubawab-media.com/ad/8/111/073F/h/IMG_5713_80230185.avif,https://www.mubawab-media.com/ad/8/111/073F/h/IMG_5713_80230185.avif | https://www.mubawab-media.com/ad/8/111/073F/h/IMG_5711_80230186.avif | https://www.mubawab-media.com/ad/8/111/073F/h/IMG_5712_80230187.avif | https://www.mubawab-media.com/ad/8/111/073F/h/IMG_5714_80230188.avif,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0.7344,3,0.4052
23,0.0025,36.8769,10.3247,120.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.2782,4,0,1600.0,https://www.mubawab-media.com/ad/8/275/293F/h/IMG_0432_81664105.avif,https://www.mubawab-media.com/ad/8/275/293F/h/IMG_0432_81664105.avif | https://www.mubawab-media.com/ad/8/275/293F/h/IMG_0435_81664106.avif | https://www.mubawab-media.com/ad/8/275/293F/h/IMG_0434_81664107.avif | https://www.mubawab-media.com/ad/8/275/293F/h/IMG_0436_81664108.avif,1,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0.7203,2,0.3616
23,0.0025,36.8769,10.3247,170.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.2754,4,0,5000.0,https://www.mubawab-media.com/ad/7/976/620F/h/08de59e9-e23f-4154-ba53-2d6aee219ad8_78627612.avif,https://www.mubawab-media.com/ad/7/976/620F/h/08de59e9-e23f-4154-ba53-2d6aee219ad8_78627612.avif | https://www.mubawab-media.com/ad/7/976/620F/h/fb456e3d-9743-4dee-a391-62ee811eb8ec_78627608.avif | https://www.mubawab-media.com/ad/7/976/620F/h/860f2faa-b1ec-4d54-9406-d1aea6721003_78627606.avif | https://www.mubawab-media.com/ad/7/976/620F/h/5bae7bae-ae06-4b6e-8260-12c2a18d26ad_78627607.avif,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0.6637,3,0.4014
23,0.0025,36.8769,10.3247,140.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.342,4,0,4500.0,https://www.mubawab-media.com/ad/8/245/645F/h/thumb_936788_property_xlarge_81341836.avif,https://www.mubawab-media.com/ad/8/245/645F/h/thumb_936788_property_xlarge_81341836.avif | https://www.mubawab-media.com/ad/8/245/645F/h/thumb_936777_property_xlarge_81341837.avif | https://www.mubawab-media.com/ad/8/245/645F/h/thumb_936785_property_xlarge_81341838.avif | https://www.mubawab-media.com/ad/8/245/645F/h/thumb_936792_property_xlarge_81341839.avif,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.618,2,0.3323
17,0.1951,34.7405,10.7603,90.0,3.0,2.0,0.5,0.3081,2.0,130875.5,0.2762,4,0,1000.0,https://www.mubawab-media.com/ad/8/279/947F/h/WhatsApp%20Image%202026-01-03%20at%2016.09.51%20%289%29_81715916.avif,https://www.mubawab-media.com/ad/8/279/947F/h/WhatsApp%20Image%202026-01-03%20at%2016.09.51%20%289%29_81715916.avif | https://www.mubawab-media.com/ad/8/279/947F/h/WhatsApp%20Image%202026-01-03%20at%2016.06.04%20%281%29_81715917.avif | https://www.mubawab-media.com/ad/8/279/947F/h/WhatsApp%20Image%202026-01-03%20at%2016.06.04%20%282%29_81715918.avif | https://www.mubawab-media.com/ad/8/279/947F/h/WhatsApp%20Image%202026-01-03%20at%2016.06.04_81715919.avif,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0.6431,2,0.3475
23,0.0025,36.8769,10.3247,201.0,5.0,5.0,0.5,0.8015,2.0,2562.03,0.271,4,0,4000.0,https://www.mubawab-media.com/ad/8/242/152F/h/38b2495e-7c2f-4ab7-9d2c-83d14a73f5e0_81303735.avif,https://www.mubawab-media.com/ad/8/242/152F/h/38b2495e-7c2f-4ab7-9d2c-83d14a73f5e0_81303735.avif | https://www.mubawab-media.com/ad/8/242/152F/h/708fca8e-e45a-4aa4-af12-ff81023b2181_81303736.avif | https://www.mubawab-media.com/ad/8/242/152F/h/6790c755-59f8-46d5-a3c8-de1fb6bbdd42_81303737.avif | https://www.mubawab-media.com/ad/8/242/152F/h/a71d92a1-0951-488e-8629-f7572b48e4f4_81303738.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0.6741,2,0.3554
23,0.0025,36.8769,10.3247,110.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3246,4,0,1500.0,https://www.mubawab-media.com/ad/8/269/192F/h/36b9bafa-6942-4dba-b741-09144d56da77_WhatsApp%20Image%202025-12-10%20at%209.36.59%20AM%20%281%29_81600357.avif,https://www.mubawab-media.com/ad/8/269/192F/h/36b9bafa-6942-4dba-b741-09144d56da77_WhatsApp%20Image%202025-12-10%20at%209.36.59%20AM%20%281%29_81600357.avif | https://www.mubawab-media.com/ad/8/269/192F/h/0faf4b10-c26f-4a2f-bdff-e9d7eb08d64f_WhatsApp%20Image%202025-12-10%20at%209.36.59%20AM%20%282%29_81600358.avif | https://www.mubawab-media.com/ad/8/269/192F/h/a28e278e-d426-4671-8c80-89f9bda009d1_WhatsApp%20Image%202025-12-10%20at%209.36.58%20AM_81600359.avif | https://www.mubawab-media.com/ad/8/269/192F/h/f1b7f17c-37cf-498f-a1e9-78f6d7c58cf8_WhatsApp%20Image%202025-12-10%20at%209.36.57%20AM_81600360.avif,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0.8037,2,0.3957
23,0.0025,36.8769,10.3247,75.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3424,4,0,3500.0,https://www.mubawab-media.com/ad/8/266/328F/h/37742aa6-65a8-48fd-9580-3cc9e76e76f7_IMG-20251119-WA0031_81570263.avif,https://www.mubawab-media.com/ad/8/266/328F/h/37742aa6-65a8-48fd-9580-3cc9e76e76f7_IMG-20251119-WA0031_81570263.avif | https://www.mubawab-media.com/ad/8/266/328F/h/d3e64813-a2e8-40ff-9178-376eb703a9d2_IMG-20251119-WA0033_81570264.avif | https://www.mubawab-media.com/ad/8/266/328F/h/6b20c01d-ec86-44bc-b39e-0fb94ac74f07_IMG-20251119-WA0027_81570265.avif | https://www.mubawab-media.com/ad/8/266/328F/h/e0ff064b-a596-46c9-a484-77829cd068c7_IMG-20251119-WA0023_81570266.avif,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0,0,1,0.6664,2,0.387
23,0.0025,36.8769,10.3247,100.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3132,4,0,1500.0,https://www.mubawab-media.com/ad/8/279/556F/h/bf39d71c-5af8-49ad-9aa5-ef3592a067e9_WhatsApp%20Image%202026-01-02%20at%203.18.33%20PM%20%283%29_81711563.avif,https://www.mubawab-media.com/ad/8/279/556F/h/bf39d71c-5af8-49ad-9aa5-ef3592a067e9_WhatsApp%20Image%202026-01-02%20at%203.18.33%20PM%20%283%29_81711563.avif | https://www.mubawab-media.com/ad/8/279/556F/h/ba859f9c-8023-4a77-9af6-c274ae72a84d_WhatsApp%20Image%202026-01-02%20at%203.18.33%20PM_81711564.avif | https://www.mubawab-media.com/ad/8/279/556F/h/3fb057cb-b8c5-4c68-9b31-39b42041aca0_WhatsApp%20Image%202026-01-02%20at%203.18.33%20PM%20%285%29_81711565.avif | https://www.mubawab-media.com/ad/8/279/556F/h/06d02273-9325-4493-8cea-d92ec4f68ae6_WhatsApp%20Image%202026-01-02%20at%203.18.33%20PM%20%282%29_81711566.avif,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0.692,2,0.3861
23,0.0025,36.8769,10.3247,80.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3112,4,0,1500.0,https://www.mubawab-media.com/ad/8/279/777F/h/87a4b7a3-b7ab-4a67-b221-a4233da40e0c_27946949_312686341_81713953.avif,https://www.mubawab-media.com/ad/8/279/777F/h/87a4b7a3-b7ab-4a67-b221-a4233da40e0c_27946949_312686341_81713953.avif | https://www.mubawab-media.com/ad/8/279/777F/h/9a115e31-6523-4b13-8692-a604b5459460_27982235_315613849_81713954.avif | https://www.mubawab-media.com/ad/8/279/777F/h/2e88ec47-f956-4a92-80d1-7adf9d3065ff_27946949_312686338_81713955.avif | https://www.mubawab-media.com/ad/8/279/777F/h/8f1096ae-c971-4fa8-a33d-97c2c9ce6f75_27946949_312686342_81713956.avif,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0.6848,3,0.3913
23,0.0025,36.8769,10.3247,50.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3238,4,0,1300.0,https://www.mubawab-media.com/ad/8/266/358F/h/ecb7bc47-2e9f-4bce-ace7-8ba2eccd35d0_2e0938d3-7d7f-4ece-b83f-8710e5f49574_81570526.avif,https://www.mubawab-media.com/ad/8/266/358F/h/ecb7bc47-2e9f-4bce-ace7-8ba2eccd35d0_2e0938d3-7d7f-4ece-b83f-8710e5f49574_81570526.avif | https://www.mubawab-media.com/ad/8/266/358F/h/ac9c6da4-c5a8-4ada-bba8-4ec4656f5346_0560e8fa-dd67-4b5f-9228-72af3e359d3e_81570528.avif | https://www.mubawab-media.com/ad/8/266/358F/h/c9f937ca-1439-46dc-8a45-37b128a66edd_d56700c1-d062-49f0-b1eb-c0f004133e5d_81570529.avif | https://www.mubawab-media.com/ad/8/266/358F/h/7006ceb6-2f88-4f7f-925c-2eb83dab3fa5_5ba6193f-7bd7-4ecf-833d-aad1e40bf12d_81570530.avif,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0.7089,3,0.3828
23,0.0025,36.8769,10.3247,100.0,3.0,2.0,0.5,0.8015,2.0,2562.03,0.3232,4,0,2500.0,https://www.mubawab-media.com/ad/8/279/618F/h/photo_00_81712110.avif,https://www.mubawab-media.com/ad/8/279/618F/h/photo_00_81712110.avif | https://www.mubawab-media.com/ad/8/279/618F/h/photo_01_81712111.avif | https://www.mubawab-media.com/ad/8/279/618F/h/photo_02_81712112.avif | https://www.mubawab-media.com/ad/8/279/618F/h/photo_03_81712113.avif,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0.6134,2,0.3534
1,0.2335,36.899,10.2358,86.0,3.0,2.0,0.5,0.4235,2.0,43985.0,0.2746,4,0,1250.0,https://www.mubawab-media.com/ad/8/271/825F/h/thumb_1226587_property_xlarge_81627992.avif,https://www.mubawab-media.com/ad/8/271/825F/h/thumb_1226587_property_xlarge_81627992.avif | https://www.mubawab-media.com/ad/8/271/825F/h/thumb_1226586_property_xlarge_81627993.avif | https://www.mubawab-media.com/ad/8/271/825F/h/thumb_1226584_property_xlarge_81627994.avif | https://www.mubawab-media.com/ad/8/271/825F/h/thumb_1226588_property_xlarge_81627995.avif,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,0.719,2,0.3507
23,0.0025,36.8769,10.3247,260.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3821,4,0,4500.0,https://www.mubawab-media.com/ad/8/279/779F/h/thumb_1233509_property_large_81713960.avif,https://www.mubawab-media.com/ad/8/279/779F/h/thumb_1233509_property_large_81713960.avif | https://www.mubawab-media.com/ad/8/279/779F/h/thumb_1233541_property_large_81713961.avif | https://www.mubawab-media.com/ad/8/279/779F/h/thumb_1233540_property_large_81713962.avif | https://www.mubawab-media.com/ad/8/279/779F/h/thumb_1233529_property_large_81713963.avif,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0.582,3,0.3599
23,0.0025,36.8769,10.3247,128.0,3.0,3.0,0.5,0.8015,2.0,2562.03,0.2786,4,0,1350.0,https://www.mubawab-media.com/ad/8/215/042F/h/thumb_1204644_property_xlarge_81395976.avif,https://www.mubawab-media.com/ad/8/215/042F/h/thumb_1204644_property_xlarge_81395976.avif | https://www.mubawab-media.com/ad/8/215/042F/h/thumb_1194643_property_xlarge_81314150.avif | https://www.mubawab-media.com/ad/8/215/042F/h/thumb_1194642_property_xlarge_81314151.avif | https://www.mubawab-media.com/ad/8/215/042F/h/thumb_1194636_property_xlarge_81314152.avif,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0.5404,3,0.3612
23,0.0017,36.819,10.1658,180.0,4.0,3.0,0.5,0.5524,2.0,2562.03,0.3359,4,0,3000.0,https://www.mubawab-media.com/ad/7/571/983F/h/6d9b01bc-02c3-4025-8465-711097d43f7f_81640738.avif,https://www.mubawab-media.com/ad/7/571/983F/h/6d9b01bc-02c3-4025-8465-711097d43f7f_81640738.avif | https://www.mubawab-media.com/ad/7/571/983F/h/43a7f193-aab8-4205-91e0-69f08d72ddf1%20-%20Copie_81640739.avif | https://www.mubawab-media.com/ad/7/571/983F/h/c436dcf0-3c07-4e16-90fb-1f7381580282_81640740.avif | https://www.mubawab-media.com/ad/7/571/983F/h/941e9873-4f1c-42bd-87e8-c506387216f6_81640741.avif,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0.6634,3,0.3805
23,0.0017,36.819,10.1658,75.0,2.0,1.0,0.5,0.5524,2.0,2562.03,0.3326,4,0,1650.0,https://www.mubawab-media.com/ad/8/060/730F/h/IMG_1482_79465064.avif,https://www.mubawab-media.com/ad/8/060/730F/h/IMG_1482_79465064.avif | https://www.mubawab-media.com/ad/8/060/730F/h/IMG_1486_79465065.avif | https://www.mubawab-media.com/ad/8/060/730F/h/IMG_1481_79465066.avif | https://www.mubawab-media.com/ad/8/060/730F/h/IMG_1480_79465067.avif,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0.6144,2,0.3463
23,0.0025,36.8769,10.3247,50.0,2.0,1.0,0.5,0.8015,2.0,2562.03,0.3112,4,0,1300.0,https://www.mubawab-media.com/ad/8/279/603F/h/5747c0d9-7219-4aca-bd85-64ccc76e2296_WhatsApp%20Image%202026-01-02%20at%204.31.39%20PM%20%281%29_81712013.avif,https://www.mubawab-media.com/ad/8/279/603F/h/5747c0d9-7219-4aca-bd85-64ccc76e2296_WhatsApp%20Image%202026-01-02%20at%204.31.39%20PM%20%281%29_81712013.avif | https://www.mubawab-media.com/ad/8/279/603F/h/11383f0c-972c-4c27-9cb0-43e03346a2d1_WhatsApp%20Image%202026-01-02%20at%204.31.38%20PM_81712014.avif | https://www.mubawab-media.com/ad/8/279/603F/h/04660c0c-2384-416f-8f8d-c33452686055_WhatsApp%20Image%202026-01-02%20at%204.31.38%20PM%20%282%29_81712015.avif | https://www.mubawab-media.com/ad/8/279/603F/h/c80b5e26-80f4-493a-b144-0a79f0ec423e_WhatsApp%20Image%202026-01-02%20at%204.31.38%20PM%20%281%29%20%281%29_81712016.avif,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0.7684,3,0.4247
23,0.0025,36.8769,10.3247,180.0,4.0,3.0,0.5,0.8015,2.0,2562.03,0.3118,4,0,5500.0,https://www.mubawab-media.com/ad/8/279/595F/h/6d5b8bec-1ac6-40a6-9298-c7e27a236a8e_81711903.avif,https://www.mubawab-media.com/ad/8/279/595F/h/6d5b8bec-1ac6-40a6-9298-c7e27a236a8e_81711903.avif | https://www.mubawab-media.com/ad/8/279/595F/h/825774ed-fb73-45be-8eab-d91fc6811b83_81711904.avif | https://www.mubawab-media.com/ad/8/279/595F/h/e262f250-1c2a-4db3-b170-8442ce705d2f_81711905.avif | https://www.mubawab-media.com/ad/8/279/595F/h/36ac3906-e226-4103-9ed7-fb203aaa91aa_81711906.avif,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0.6166,2,0.3483
23,0.0017,36.819,10.1658,70.0,2.0,1.0,0.5,0.5524,2.0,2562.03,0.3253,4,0,1400.0,https://www.mubawab-media.com/ad/8/279/586F/h/f8af340e-9445-4ebc-becf-69ca98fa9f39_81711843.avif,https://www.mubawab-media.com/ad/8/279/586F/h/f8af340e-9445-4ebc-becf-69ca98fa9f39_81711843.avif | https://www.mubawab-media.com/ad/8/279/586F/h/2a69529b-1b17-4edc-8946-96ee820ef262_81711844.avif | https://www.mubawab-media.com/ad/8/279/586F/h/e1da7d15-cb30-4013-ba68-b7214b0cf908_81711845.avif | https://www.mubawab-media.com/ad/8/279/586F/h/59965474-92f8-4fca-8076-6d129bcb8087_81711846.avif,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0.4729,1,0.3207
20,0.0049,35.8604,10.5953,121.0,3.0,3.0,0.5,0.3642,2.0,150620.48,0.3144,4,0,2500.0,https://www.mubawab-media.com/ad/8/260/573F/h/thumb_63871_property_big_81495234.avif,https://www.mubawab-media.com/ad/8/260/573F/h/thumb_63871_property_big_81495234.avif | https://www.mubawab-media.com/ad/8/260/573F/h/thumb_63859_property_big_81495236.avif | https://www.mubawab-media.com/ad/8/260/573F/h/thumb_63860_property_big_81495237.avif | https://www.mubawab-media.com/ad/8/260/573F/h/thumb_63866_property_big_81495238.avif,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0.741,2,0.3926
