gouvernorat_enc,ville_enc,quartier_enc,lat,lon,surface_m2,nb_pieces,nb_chambres,nb_sdb,score_attractivite,market_tension,cycle_marche,prix_region_median,text_embedding_score,nb_images,source_enc,prix,image_url,images,type_bien,type_transaction,has_ascenseur,has_meuble,has_terrasse,has_piscine,has_vue_mer,has_garage,has_securite,has_climatisation,has_chauffage,has_cuisine_equip,has_double_vitrage,has_porte_blindee,has_concierge,has_jardin,has_standing,has_vue_montagne,has_cheminee
16,0.5202,0.1952,36.4561,10.7376,90.0,2.0,1.0,1,0.5,0.4552,2.0,154974.0,0.2762,4,0,320000.0,https://www.mubawab-media.com/ad/8/144/567F/h/b1032d40-f315-4701-a343-2316bccffd13_80294105.avif,https://www.mubawab-media.com/ad/8/144/567F/h/b1032d40-f315-4701-a343-2316bccffd13_80294105.avif | https://www.mubawab-media.com/ad/8/144/567F/h/50fb8096-83ff-472d-903f-e65726b1942b_80294107.avif | https://www.mubawab-media.com/ad/8/144/567F/h/eb77f956-7553-47bb-b405-10ee1dd39672_80294108.avif | https://www.mubawab-media.com/ad/8/144/567F/h/6361b98a-dea8-49b2-ac33-399733328455_80294109.avif,1,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
23,0.2031,0.4961,36.819,10.1658,175.0,4.0,4.0,0,0.5,0.6863,2.0,2562.03,0.3093,4,0,370000.0,https://www.mubawab-media.com/ad/8/069/832F/h/WhatsApp%20Image%202025-01-07%20at%203.17.51%20PM_79553779.avif,https://www.mubawab-media.com/ad/8/069/832F/h/WhatsApp%20Image%202025-01-07%20at%203.17.51%20PM_79553779.avif | https://www.mubawab-media.com/ad/8/069/832F/h/WhatsApp%20Image%202025-01-07%20at%203.17.51%20PM%20%283%29_79553780.avif | https://www.mubawab-media.com/ad/8/069/832F/h/WhatsApp%20Image%202025-01-07%20at%203.17.53%20PM%20%281%29_79553781.avif | https://www.mubawab-media.com/ad/8/069/832F/h/WhatsApp%20Image%202025-01-07%20at%203.17.53%20PM_79553782.avif,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0.447,0.2139,36.899,10.2358,77.0,3.0,1.0,1,0.5,0.4235,2.0,43985.0,0.3232,4,0,291100.0,https://www.mubawab-media.com/ad/8/143/151F/h/photo_0_80290148.avif,https://www.mubawab-media.com/ad/8/143/151F/h/photo_0_80290148.avif | https://www.mubawab-media.com/ad/8/143/151F/h/photo_1_80290149.avif | https://www.mubawab-media.com/ad/8/143/151F/h/photo_2_80290150.avif | https://www.mubawab-media.com/ad/8/143/151F/h/photo_3_80290151.avif,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
23,0.6177,0.0491,36.844,10.3247,121.0,3.0,2.0,0,0.5,0.5305,2.0,2562.03,0.3176,4,0,240000.0,nan,https://www.mubawab-media.com/promotion/4/547F/pictures/h/MARBELLA_81612983.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/1010_81618564.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_05_81612984.avif | https://www.mubawab-media.com/promotion/4/547F/pictures/h/Rendu%20Marbella_Hall%20d%27accueil_02%20_81612985.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.3732,0.1976,35.8245,10.6346,50.0,1.0,1.0,1,0.5,0.2902,2.0,150620.48,0.3164,4,0,280000.0,https://www.mubawab-media.com/ad/8/022/513F/h/thumb_59702_property_xlarge_79086676.avif,https://www.mubawab-media.com/ad/8/022/513F/h/thumb_59702_property_xlarge_79086676.avif | https://www.mubawab-media.com/ad/8/022/513F/h/thumb_59701_property_xlarge_79086677.avif | https://www.mubawab-media.com/ad/8/022/513F/h/thumb_59697_property_xlarge_79086678.avif | https://www.mubawab-media.com/ad/8/022/513F/h/thumb_59700_property_xlarge_79086679.avif,1,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
1,0.447,0.2139,36.899,10.2358,139.0,1.0,3.0,0,0.5,0.4235,2.0,43985.0,0.3192,4,0,500000.0,https://www.mubawab-media.com/ad/8/095/498F/h/thumb_1018274_property_large_79802667.avif,https://www.mubawab-media.com/ad/8/095/498F/h/thumb_1018274_property_large_79802667.avif | https://www.mubawab-media.com/ad/8/095/498F/h/thumb_1018278_property_large_79802668.avif | https://www.mubawab-media.com/ad/8/095/498F/h/thumb_1018279_property_large_79802669.avif | https://www.mubawab-media.com/ad/8/095/498F/h/thumb_1018277_property_large_79802670.avif,1,2,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0
1,0.447,0.2139,36.899,10.2358,113.0,1.0,2.0,0,0.5,0.4235,2.0,43985.0,0.3188,4,0,406800.0,https://www.mubawab-media.com/ad/8/096/067F/h/thumb_1019060_property_large_79808383.avif,https://www.mubawab-media.com/ad/8/096/067F/h/thumb_1019060_property_large_79808383.avif | https://www.mubawab-media.com/ad/8/096/067F/h/thumb_1019075_property_large_79808384.avif | https://www.mubawab-media.com/ad/8/096/067F/h/thumb_1019074_property_large_79808385.avif | https://www.mubawab-media.com/ad/8/096/067F/h/thumb_1019073_property_large_79808386.avif,1,2,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
1,0.447,0.2139,36.899,10.2358,127.0,1.0,3.0,0,0.5,0.4235,2.0,43985.0,0.3188,4,0,457200.0,https://www.mubawab-media.com/ad/8/096/026F/h/thumb_1018843_property_large_79808028.avif,https://www.mubawab-media.com/ad/8/096/026F/h/thumb_1018843_property_large_79808028.avif | https://www.mubawab-media.com/ad/8/096/026F/h/thumb_1018844_property_large_79808029.avif | https://www.mubawab-media.com/ad/8/096/026F/h/thumb_1018842_property_large_79808030.avif | https://www.mubawab-media.com/ad/8/096/026F/h/thumb_1018841_property_large_79808031.avif,1,2,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
4,0.008,0.1087,36.8,10.1,129.0,4.0,3.0,0,0.5,0.2697,2.0,110184.0,0.3333,4,0,300000.0,https://www.mubawab-media.com/ad/8/142/948F/h/thumb_1089779_property_xlarge_80277839.avif,https://www.mubawab-media.com/ad/8/142/948F/h/thumb_1089779_property_xlarge_80277839.avif | https://www.mubawab-media.com/ad/8/142/948F/h/thumb_1089783_property_xlarge_80277840.avif | https://www.mubawab-media.com/ad/8/142/948F/h/thumb_1089784_property_xlarge_80277841.avif | https://www.mubawab-media.com/ad/8/142/948F/h/thumb_1089780_property_xlarge_80277842.avif,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,0.6177,0.1335,36.8769,10.3247,88.0,3.0,2.0,1,0.5,0.8015,2.0,2562.03,0.324,4,0,220000.0,https://www.mubawab-media.com/ad/8/142/454F/h/photo_00_80273128.avif,https://www.mubawab-media.com/ad/8/142/454F/h/photo_00_80273128.avif | https://www.mubawab-media.com/ad/8/142/454F/h/photo_01_80273129.avif | https://www.mubawab-media.com/ad/8/142/454F/h/photo_02_80273130.avif | https://www.mubawab-media.com/ad/8/142/454F/h/photo_03_80273131.avif,1,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.447,0.1767,36.899,10.2358,125.0,3.0,3.0,1,0.5,0.4235,2.0,43985.0,0.2734,4,0,300000.0,https://www.mubawab-media.com/ad/8/138/150F/h/thumb_1085298_property_large_80230048.avif,https://www.mubawab-media.com/ad/8/138/150F/h/thumb_1085298_property_large_80230048.avif | https://www.mubawab-media.com/ad/8/138/150F/h/thumb_1085301_property_large_80230049.avif | https://www.mubawab-media.com/ad/8/138/150F/h/thumb_1085299_property_large_80230050.avif | https://www.mubawab-media.com/ad/8/138/150F/h/thumb_1085305_property_large_80230051.avif,1,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0
23,0.9835,0.4514,36.819,10.1658,67.0,3.0,1.0,0,0.5,0.5524,2.0,2562.03,0.3411,4,0,276000.0,https://www.mubawab-media.com/ad/8/021/806F/h/thumb_932073_property_xlarge_79079562.avif,https://www.mubawab-media.com/ad/8/021/806F/h/thumb_932073_property_xlarge_79079562.avif | https://www.mubawab-media.com/ad/8/021/806F/h/thumb_932068_property_xlarge_79079563.avif | https://www.mubawab-media.com/ad/8/021/806F/h/thumb_932069_property_xlarge_79079564.avif | https://www.mubawab-media.com/ad/8/021/806F/h/thumb_932081_property_xlarge_79079565.avif,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,0.9835,0.4514,36.819,10.1658,112.0,4.0,3.0,0,0.5,0.5524,2.0,2562.03,0.3395,4,0,740000.0,https://www.mubawab-media.com/ad/8/141/783F/h/thumb_1090214_property_xlarge_80266417.avif,https://www.mubawab-media.com/ad/8/141/783F/h/thumb_1090214_property_xlarge_80266417.avif | https://www.mubawab-media.com/ad/8/141/783F/h/thumb_1090219_property_xlarge_80266419.avif | https://www.mubawab-media.com/ad/8/141/783F/h/thumb_1090217_property_xlarge_80266420.avif | https://www.mubawab-media.com/ad/8/141/783F/h/thumb_1090223_property_xlarge_80266421.avif,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
1,0.3616,0.1608,36.8665,10.1647,62.0,1.0,1.0,1,0.5,0.5305,2.0,43985.0,0.3088,4,0,165000.0,https://www.mubawab-media.com/ad/8/141/659F/h/IMG-20250513-WA0005_80265246.avif,https://www.mubawab-media.com/ad/8/141/659F/h/IMG-20250513-WA0005_80265246.avif | https://www.mubawab-media.com/ad/8/141/659F/h/IMG-20250513-WA0002_80265247.avif | https://www.mubawab-media.com/ad/8/141/659F/h/IMG-20250513-WA0006_80265248.avif | https://www.mubawab-media.com/ad/8/141/659F/h/IMG-20250513-WA0001_80265249.avif,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,0.2885,0.0979,35.8604,10.5953,62.0,1.0,1.0,0,0.5,0.3642,2.0,150620.48,0.3144,4,0,270000.0,https://www.mubawab-media.com/ad/8/141/363F/h/IMG_1544_80263110.avif,https://www.mubawab-media.com/ad/8/141/363F/h/IMG_1544_80263110.avif | https://www.mubawab-media.com/ad/8/141/363F/h/IMG_1538_80263111.avif | https://www.mubawab-media.com/ad/8/141/363F/h/IMG_1540_80263112.avif | https://www.mubawab-media.com/ad/8/141/363F/h/IMG_1541_80263113.avif,1,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16,0.5202,0.1952,36.4561,10.7376,116.0,3.0,2.0,1,0.5,0.4552,2.0,154974.0,0.3172,4,0,390000.0,https://www.mubawab-media.com/ad/8/140/630F/h/BII%20-1%20-1_80255881.avif,https://www.mubawab-media.com/ad/8/140/630F/h/BII%20-1%20-1_80255881.avif | https://www.mubawab-media.com/ad/8/140/630F/h/15_80255882.avif | https://www.mubawab-media.com/ad/8/140/630F/h/17_80255883.avif | https://www.mubawab-media.com/ad/8/140/630F/h/IMG-20250103-WA0011_80255884.avif,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
23,0.3129,0.2726,36.8094,10.1414,100.0,4.0,3.0,0,0.5,0.3144,2.0,2562.03,0.277,4,0,110000.0,https://www.mubawab-media.com/ad/8/047/796F/h/1_79335456.avif,https://www.mubawab-media.com/ad/8/047/796F/h/1_79335456.avif | https://www.mubawab-media.com/ad/8/047/796F/h/2_79335457.avif | https://www.mubawab-media.com/ad/8/047/796F/h/3_79335458.avif | https://www.mubawab-media.com/ad/8/047/796F/h/4_79335459.avif,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0.13,0.1777,36.7293,10.3349,82.0,3.0,2.0,1,0.5,0.2303,2.0,114262.5,0.3224,4,0,150000.0,https://www.mubawab-media.com/ad/8/140/219F/h/photo_0_80251794.avif,https://www.mubawab-media.com/ad/8/140/219F/h/photo_0_80251794.avif | https://www.mubawab-media.com/ad/8/140/219F/h/photo_10_80251795.avif | https://www.mubawab-media.com/ad/8/140/219F/h/photo_20_80251796.avif | https://www.mubawab-media.com/ad/8/140/219F/h/photo_30_80251797.avif,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20,0.2885,0.1633,36.8,10.1,128.0,3.0,2.0,0,0.5,0.334,2.0,110184.0,0.3407,4,0,465000.0,https://www.mubawab-media.com/ad/7/937/938F/h/WhatsApp%20Image%202024-06-19%20at%2011.20.28_77160984.avif,https://www.mubawab-media.com/ad/7/937/938F/h/WhatsApp%20Image%202024-06-19%20at%2011.20.28_77160984.avif | https://www.mubawab-media.com/ad/7/937/938F/h/WhatsApp%20Image%202024-06-19%20at%2011.20.23%20%281%29_77160985.avif | https://www.mubawab-media.com/ad/7/937/938F/h/WhatsApp%20Image%202024-06-19%20at%2011.20.26_77160986.avif | https://www.mubawab-media.com/ad/7/937/938F/h/WhatsApp%20Image%202024-06-19%20at%2011.20.26%20%281%29_77160987.avif,1,2,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
17,0.3129,0.1777,36.8,10.1,54.0,2.0,1.0,1,0.5,0.1506,2.0,110184.0,0.2746,4,0,70000.0,https://www.mubawab-media.com/ad/8/140/046F/h/Messenger_creation_87F0A58F-7452-49A2-B566-345E21DF1730_80249904.avif,https://www.mubawab-media.com/ad/8/140/046F/h/Messenger_creation_87F0A58F-7452-49A2-B566-345E21DF1730_80249904.avif | https://www.mubawab-media.com/ad/8/140/046F/h/Messenger_creation_E975E4E6-77A5-41A3-8D98-F4CD87B0FFDD_80249905.avif | https://www.mubawab-media.com/ad/8/140/046F/h/Messenger_creation_6080FFE8-AA95-430A-B644-81A4BB64E3B3_80249906.avif | https://www.mubawab-media.com/ad/8/140/046F/h/Messenger_creation_A1E09758-9DD6-4E91-9D42-64712AEC244D_80249907.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0.3616,0.1608,36.8665,10.1647,111.0,3.0,2.0,0,0.5,0.5305,2.0,43985.0,0.2694,4,0,295000.0,https://www.mubawab-media.com/ad/8/139/990F/h/gallery_80249251.avif,https://www.mubawab-media.com/ad/8/139/990F/h/gallery_80249251.avif | https://www.mubawab-media.com/ad/8/139/990F/h/gallery_80249252.avif | https://www.mubawab-media.com/ad/8/139/990F/h/gallery_80249253.avif | https://www.mubawab-media.com/ad/8/139/990F/h/gallery_80249254.avif,1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
23,0.6177,0.8288,36.8769,10.3247,280.0,4.0,3.0,0,0.5,0.8015,2.0,2562.03,0.3297,4,0,1400000.0,https://www.mubawab-media.com/ad/8/139/783F/h/image_1_80247344.avif,https://www.mubawab-media.com/ad/8/139/783F/h/image_1_80247344.avif | https://www.mubawab-media.com/ad/8/139/783F/h/image_2_80247345.avif | https://www.mubawab-media.com/ad/8/139/783F/h/image_3_80247346.avif | https://www.mubawab-media.com/ad/8/139/783F/h/image_4_80247347.avif,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
23,0.9835,0.4514,36.819,10.1658,61.0,2.0,1.0,1,0.5,0.5524,2.0,2562.03,0.3017,4,0,280000.0,https://www.mubawab-media.com/ad/8/107/871F/h/IMG-20250312-WA0007_79923090.avif,https://www.mubawab-media.com/ad/8/107/871F/h/IMG-20250312-WA0007_79923090.avif | https://www.mubawab-media.com/ad/8/107/871F/h/IMG-20250312-WA0006_79923091.avif | https://www.mubawab-media.com/ad/8/107/871F/h/IMG-20250312-WA0027_79923092.avif | https://www.mubawab-media.com/ad/8/107/871F/h/IMG-20250312-WA0023_79923093.avif,1,2,1,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0
23,0.9835,0.4514,36.844,10.3247,121.0,3.0,2.0,0,0.5,0.5305,2.0,2562.03,0.3176,4,0,635000.0,nan,https://www.mubawab-media.com/promotion/4/543F/pictures/h/DSC03181_81608780.avif | https://www.mubawab-media.com/promotion/4/543F/pictures/h/DSC03169_81608785.avif | https://www.mubawab-media.com/promotion/4/543F/pictures/h/34_81608782.avif | https://www.mubawab-media.com/promotion/4/543F/pictures/h/DSC03166_81608786.avif,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.008,0.0441,36.8,10.1,208.0,8.0,11.0,0,0.5,0.2047,2.0,110184.0,0.2951,4,0,1000000.0,https://www.mubawab-media.com/ad/8/139/491F/h/immeuble.jpeg_80244322.avif,https://www.mubawab-media.com/ad/8/139/491F/h/immeuble.jpeg_80244322.avif | https://www.mubawab-media.com/ad/8/139/491F/h/studio%20%281%29_80244323.avif | https://www.mubawab-media.com/ad/8/139/491F/h/studio%20%283%29_80244324.avif | https://www.mubawab-media.com/ad/8/139/491F/h/studio%20%284%29_80244325.avif,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
16,0.5202,0.2304,36.4561,10.7376,75.0,2.0,1.0,1,0.5,0.4552,2.0,154974.0,0.3176,4,0,270000.0,https://www.mubawab-media.com/ad/7/930/768F/h/1_76436861.avif,https://www.mubawab-media.com/ad/7/930/768F/h/1_76436861.avif | https://www.mubawab-media.com/ad/7/930/768F/h/2_76436863.avif | https://www.mubawab-media.com/ad/7/930/768F/h/3_76436864.avif | https://www.mubawab-media.com/ad/7/930/768F/h/4_76436865.avif,1,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0
23,0.9835,0.208,36.819,10.1658,120.0,5.0,3.0,1,0.5,0.5524,2.0,2562.03,0.2742,4,0,120000.0,https://www.mubawab-media.com/ad/8/138/559F/h/323531399_938617207571727_5091506651205056776_n_80234291.avif,https://www.mubawab-media.com/ad/8/138/559F/h/323531399_938617207571727_5091506651205056776_n_80234291.avif | https://www.mubawab-media.com/ad/8/138/559F/h/323687713_695597702297843_4855050016704083696_n_80234292.avif | https://www.mubawab-media.com/ad/8/138/559F/h/323701227_1243160026411444_3059579201176750257_n_80234293.avif | https://www.mubawab-media.com/ad/8/138/559F/h/324071335_5782615748518331_6006995851619884020_n_80234294.avif,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,0.6177,0.8288,36.8769,10.3247,130.0,3.0,2.0,1,0.5,0.8015,2.0,2562.03,0.3396,3,0,670000.0,https://www.mubawab-media.com/ad/8/048/651F/h/IMG_1169_79344391.avif,https://www.mubawab-media.com/ad/8/048/651F/h/IMG_1169_79344391.avif | https://www.mubawab-media.com/ad/8/048/651F/h/IMG_1157_79344392.avif | https://www.mubawab-media.com/ad/8/048/651F/h/IMG_1168_79344393.avif,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1,0.3616,0.1846,36.8665,10.1647,114.0,3.0,2.0,1,0.5,0.5305,2.0,43985.0,0.3273,4,0,335000.0,https://www.mubawab-media.com/ad/8/138/125F/h/493970685_2679748238889119_3269714193668911365_n_80229847.avif,https://www.mubawab-media.com/ad/8/138/125F/h/493970685_2679748238889119_3269714193668911365_n_80229847.avif | https://www.mubawab-media.com/ad/8/138/125F/h/493033865_2679748335555776_4241727319163480403_n_80229848.avif | https://www.mubawab-media.com/ad/8/138/125F/h/493047890_2679748372222439_5369299141682806889_n_80229849.avif | https://www.mubawab-media.com/ad/8/138/125F/h/493287652_2679748292222447_4807235043631453460_n_80229850.avif,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,0.0312,0.1777,34.7405,10.7603,160.0,4.0,3.0,1,0.5,0.3081,2.0,130875.5,0.2758,4,0,205000.0,https://www.mubawab-media.com/ad/8/137/858F/h/Screenshot_20250506_145348_80227252.avif,https://www.mubawab-media.com/ad/8/137/858F/h/Screenshot_20250506_145348_80227252.avif | https://www.mubawab-media.com/ad/8/137/858F/h/Screenshot_20250506_145251_80227253.avif | https://www.mubawab-media.com/ad/8/137/858F/h/Screenshot_20250506_145229_80227254.avif | https://www.mubawab-media.com/ad/8/137/858F/h/Screenshot_20250506_145155_80227255.avif,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.2885,0.0979,35.8604,10.5953,113.0,3.0,2.0,1,0.5,0.3642,2.0,150620.48,0.3297,4,0,288400.0,https://www.mubawab-media.com/ad/8/121/321F/h/Picture-85798568-3-watermark_80098034.avif,https://www.mubawab-media.com/ad/8/121/321F/h/Picture-85798568-3-watermark_80098034.avif | https://www.mubawab-media.com/ad/8/121/321F/h/Picture-85798568-1-watermark_80098035.avif | https://www.mubawab-media.com/ad/8/121/321F/h/Picture-85798568-8-watermark_80098036.avif | https://www.mubawab-media.com/ad/8/121/321F/h/Picture-85798568-11-watermark_80098037.avif,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0.447,0.2139,36.899,10.2358,176.0,4.0,3.0,0,0.5,0.4235,2.0,43985.0,0.3277,4,0,720000.0,https://www.mubawab-media.com/ad/8/137/526F/h/thumb_1084586_property_xlarge_80223851.avif,https://www.mubawab-media.com/ad/8/137/526F/h/thumb_1084586_property_xlarge_80223851.avif | https://www.mubawab-media.com/ad/8/137/526F/h/thumb_1084584_property_xlarge_80223852.avif | https://www.mubawab-media.com/ad/8/137/526F/h/thumb_1084580_property_xlarge_80223853.avif | https://www.mubawab-media.com/ad/8/137/526F/h/thumb_1084581_property_xlarge_80223854.avif,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
13,0.0836,0.4563,36.8,10.1,72.0,3.0,2.0,1,0.5,0.2875,2.0,110184.0,0.277,4,0,130000.0,https://www.mubawab-media.com/ad/8/137/489F/h/balcon%20cuisine_80223487.avif,https://www.mubawab-media.com/ad/8/137/489F/h/balcon%20cuisine_80223487.avif | https://www.mubawab-media.com/ad/8/137/489F/h/chambre%20enfants_80223489.avif | https://www.mubawab-media.com/ad/8/137/489F/h/chambre%20parents_80223490.avif | https://www.mubawab-media.com/ad/8/137/489F/h/dressing%20bin%20mahmoud_80223491.avif,1,2,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
23,0.6177,0.6947,36.8769,10.3247,148.0,3.0,2.0,0,0.5,0.8015,2.0,2562.03,0.2876,4,0,670000.0,https://www.mubawab-media.com/ad/8/062/641F/h/thumb_981227_property_xlarge_79483747.avif,https://www.mubawab-media.com/ad/8/062/641F/h/thumb_981227_property_xlarge_79483747.avif | https://www.mubawab-media.com/ad/8/062/641F/h/thumb_981225_property_xlarge_79483748.avif | https://www.mubawab-media.com/ad/8/062/641F/h/thumb_981226_property_xlarge_79483749.avif | https://www.mubawab-media.com/ad/8/062/641F/h/thumb_981228_property_xlarge_79483750.avif,1,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
16,0.5202,0.1981,36.4561,10.7376,201.0,2.0,2.0,0,0.5,0.4552,2.0,154974.0,0.3557,4,0,650000.0,https://www.mubawab-media.com/ad/8/130/049F/h/2cc20964-4f60-49c1-846c-767d52dc39ba_80148270.avif,https://www.mubawab-media.com/ad/8/130/049F/h/2cc20964-4f60-49c1-846c-767d52dc39ba_80148270.avif | https://www.mubawab-media.com/ad/8/130/049F/h/b0b33706-f436-4dba-bfbe-6845fd92a42f_80148271.avif | https://www.mubawab-media.com/ad/8/130/049F/h/9306f58c-0828-48f8-9b7c-e0ca0b28376b_80148274.avif | https://www.mubawab-media.com/ad/8/130/049F/h/8d93f41b-4939-49b5-a878-541f63ece7be_80148275.avif,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0
23,0.3129,0.2726,36.8094,10.1414,58.0,1.0,1.0,1,0.5,0.3144,2.0,2562.03,0.2762,4,0,69000.0,https://www.mubawab-media.com/ad/8/063/301F/h/Screenshot_20241226-050038_Photos%7E2_79489759.avif,https://www.mubawab-media.com/ad/8/063/301F/h/Screenshot_20241226-050038_Photos%7E2_79489759.avif | https://www.mubawab-media.com/ad/8/063/301F/h/Screenshot_20241226-050038_Photos_79489760.avif | https://www.mubawab-media.com/ad/8/063/301F/h/Screenshot_20241226-043953_WhatsApp_79489761.avif | https://www.mubawab-media.com/ad/8/063/301F/h/Screenshot_20241226-043959_WhatsApp_79489762.avif,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16,0.5202,0.2279,36.4561,10.7376,168.0,4.0,3.0,0,0.5,0.4552,2.0,154974.0,0.314,4,0,650000.0,https://www.mubawab-media.com/ad/8/130/404F/h/1_80151685.avif,https://www.mubawab-media.com/ad/8/130/404F/h/1_80151685.avif | https://www.mubawab-media.com/ad/8/130/404F/h/2_80151686.avif | https://www.mubawab-media.com/ad/8/130/404F/h/3_80151687.avif | https://www.mubawab-media.com/ad/8/130/404F/h/4_80151688.avif,1,2,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
1,0.447,0.2577,36.899,10.2358,173.0,4.0,3.0,0,0.5,0.4235,2.0,43985.0,0.277,4,0,520000.0,https://www.mubawab-media.com/ad/8/136/981F/h/WhatsApp%20Image%202025-05-06%20at%2000.32.31_80218523.avif,https://www.mubawab-media.com/ad/8/136/981F/h/WhatsApp%20Image%202025-05-06%20at%2000.32.31_80218523.avif | https://www.mubawab-media.com/ad/8/136/981F/h/WhatsApp%20Image%202025-05-06%20at%2000.32.32_80218524.avif | https://www.mubawab-media.com/ad/8/136/981F/h/WhatsApp%20Image%202025-05-06%20at%2000.32.32%20%281%29_80218525.avif | https://www.mubawab-media.com/ad/8/136/981F/h/WhatsApp%20Image%202025-05-06%20at%2000.32.33_80218526.avif,1,2,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
1,0.3348,0.1385,36.8665,10.1647,120.0,4.0,4.0,0,0.5,0.247,2.0,43985.0,0.3325,4,0,950000.0,https://www.mubawab-media.com/ad/8/136/903F/h/IMG_5670_80217823.avif,https://www.mubawab-media.com/ad/8/136/903F/h/IMG_5670_80217823.avif | https://www.mubawab-media.com/ad/8/136/903F/h/IMG_5725_80217824.avif | https://www.mubawab-media.com/ad/8/136/903F/h/IMG_5726_80217825.avif | https://www.mubawab-media.com/ad/8/136/903F/h/IMG_5727_80217826.avif,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20,0.2885,0.0979,35.8604,10.5953,142.0,3.0,2.0,1,0.5,0.3642,2.0,150620.48,0.3025,4,0,320000.0,https://www.mubawab-media.com/ad/8/136/639F/h/thumb_1082249_property_xlarge_80215320.avif,https://www.mubawab-media.com/ad/8/136/639F/h/thumb_1082249_property_xlarge_80215320.avif | https://www.mubawab-media.com/ad/8/136/639F/h/thumb_1082240_property_xlarge_80215321.avif | https://www.mubawab-media.com/ad/8/136/639F/h/thumb_1082242_property_xlarge_80215322.avif | https://www.mubawab-media.com/ad/8/136/639F/h/thumb_1082243_property_xlarge_80215323.avif,1,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
20,0.2885,0.0979,35.8604,10.5953,75.0,3.0,2.0,0,0.5,0.3642,2.0,150620.48,0.3085,4,0,300000.0,https://www.mubawab-media.com/ad/8/136/561F/h/thumb_1082571_property_xlarge_80214727.avif,https://www.mubawab-media.com/ad/8/136/561F/h/thumb_1082571_property_xlarge_80214727.avif | https://www.mubawab-media.com/ad/8/136/561F/h/thumb_1082568_property_xlarge_80214728.avif | https://www.mubawab-media.com/ad/8/136/561F/h/thumb_1082572_property_xlarge_80214729.avif | https://www.mubawab-media.com/ad/8/136/561F/h/thumb_1082573_property_xlarge_80214730.avif,1,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
