id,type_annonce,type_bien,description,prix_affiche,devise,ville,gouvernorat,localisation_complete,image_url
1228413759252829,Location,Appartement S+1,1 000 TND A louer à l’année a Hammamet nord un appartement S+1 richement meublé Hammamet,1 000 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/606888869_1860046338720957_899831177293171496_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=92e707&_nc_ohc=XQmhX7XsbZYQ7kNvwGeEfwk&_nc_oc=Adm5UHvISIgoV8QJvRh5s9YO2Cu4eUJ8LfikGl1qDkfpffmc2dHA0DwwHoPVZE16x2Y&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=yBeCFz2OOHTB6-6M7OIRtg&oh=00_AfsqysHJ38Ke_jnyqyk8lBCtSGxcNq7wUyp-p52VxP3J1Q&oe=69996668
1195399812033217,Location,Appartement S+1,80 TND A louer s+1 par. Jour 28860607 Tunis,80 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/618754232_1620344182713377_3909210584128674057_n.jpg?stp=c0.307.720.720a_dst-jpg_s261x260_tt6&_nc_cat=105&ccb=1-7&_nc_sid=454cf4&_nc_ohc=obS7xdCUYj8Q7kNvwEIM_Fi&_nc_oc=AdkO9KWXoGta3JkioZU6nxXUoGZa5iCI3HBt7qd_RwG-BUBU_NMwQLAxeegjW_KSBFg&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=yBeCFz2OOHTB6-6M7OIRtg&oh=00_AfuqZAonvEjrtEIDp2iFV4U0RUnJcprQE2GzZNUEcZ1MJw&oe=699938A1
1466636654867429,Location,Appartement S+3,195 TND 1ère etag s3 avec rentré La Manouba,195 TND,TND,Manouba,Manouba,Manouba,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/623404743_1587144379071674_3629752662381727099_n.jpg?stp=c0.143.800.800a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=BynD0FslhhAQ7kNvwFv8rIP&_nc_oc=AdllLWAWkgoeyO1EjqECCB2VTfK-SUsNsdmr3NIM9OhQG7ZhtQ-ow3duCcM7s3lspyE&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=lRbh_AQTclRTQh5ICM8O3Q&oh=00_AfufeU3OlgqhuP2RHnEKtYPBa0FDYslzkh393YgMJXGsWQ&oe=69996B9C
2396503154108286,Location,Appartement S+3,2 100 TND À louer S+3 avec parking sous-sol – Nouvelle Soukra Le Kram,2 100 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/630757053_2007970453930733_7927379142891520456_n.jpg?stp=c44.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=92e707&_nc_ohc=FNhlFSwe4UAQ7kNvwEgeJoh&_nc_oc=AdlVFSozNIrVzO5fdncybGuiIVDBHjwkJxIQdOdr_OaPRvsbrv8GtJVMrrelTwWsFI4&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=lRbh_AQTclRTQh5ICM8O3Q&oh=00_Afsng1XvpvmSqqUbG-feKwYR5O2GnzH4wcLmCyi8jYO4AQ&oe=69995E59
1063486582633857,Location,Autre,320 TND Local pour cours particulier et soutien scolaire Ezzahra,320 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/622798097_10238902571770920_2015664256807004279_n.jpg?stp=c0.109.1080.1080a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=HRRt3Oa-MFYQ7kNvwFP2xMo&_nc_oc=Adl-rTNLouRtR-TBlEUSDiAIgZIZHDkTB6Ou7sD9Yctpa9oWxTGb5QQwD4m9Mh25NcM&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=lRbh_AQTclRTQh5ICM8O3Q&oh=00_Afu0CbmNPopoxriCEOAkCZDd5qpbloDtKTYUJgRboyVjsQ&oe=69993AB2
859887253184678,Location,Appartement S+1,285 000 TND Appartement S+1 avec terrasse à La Soukra La Soukra,285 000 TND,TND,La,Tunisie,"La, Tunisie",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/588991875_816719234470824_1976659780075296190_n.jpg?stp=c0.42.261.261a_dst-jpg_p261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=92e707&_nc_ohc=ToWA92OOY4gQ7kNvwEUx5Rc&_nc_oc=AdksLVPHTVfmx-Y8W6LepFMLqZyh98BxPWUXo6x2ePUlm4ZT3rmEYjDN01bl88qxZ6U&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=lRbh_AQTclRTQh5ICM8O3Q&oh=00_AfuZJJaz6UtlxE_RmXCDWlFm07Tvg48FIyLL85p6pAH06g&oe=69996C2F
1261765859353545,Location,Appartement S+1,950 TND ✨ À louer : S+1 neuf jamais habité à La Nouvelle Soukra Le Kram,950 TND,TND,La,Tunisie,"La, Tunisie",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/606822699_662586466848698_1722002754843679844_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=05D368ZPHcIQ7kNvwHurpq1&_nc_oc=Adk5NDAQe8ypBNMMKGhyrQRunANvjwc7G2N04ovBUMzehumhcrjOVmppTFZQGEirpic&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=lRbh_AQTclRTQh5ICM8O3Q&oh=00_Aft5k3fOKEHtDAXc4G48JAbj-SOXEjoFEJzA0vdRT5oXDQ&oe=6999385A
906459182069024,Location,Autre,1 TND Dépôt à louer La Soukra,1 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/633970635_4328169084119388_5759671175248440115_n.jpg?stp=c200.0.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=454cf4&_nc_ohc=VZaFzY7Om3kQ7kNvwGaUY30&_nc_oc=Adl1p0WGfBgQQsmhuQDQ1qZ4AQITpo-AZPzyAG-9q9zEVBr32R1uJI5LT4sK90gwZ_w&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=lRbh_AQTclRTQh5ICM8O3Q&oh=00_Afs8l2GSPvWbP1GlcBHndZHuJ3ZWBidZJGt3ZjPKYnujwQ&oe=69996EF8
2085041608572065,Location,Maison/Villa,"1 111 111 TND Maison conteneur Grombalia, Nabul, Tunisia",1 111 111 TND,TND,Nabul,Tunis,"Nabul, Tunis",https://scontent.ftun9-1.fna.fbcdn.net/v/t45.5328-4/491730914_8800412793392841_6821598500611411382_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=247b10&_nc_ohc=aylVD4rYBFcQ7kNvwFT3wVk&_nc_oc=AdncqzwdMcU8CJqrwX8gKcJ5Q398Wz0xEZNrN4nINHGLTPDJ7WnzsiwJAsrMl2Nmp5M&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=lRbh_AQTclRTQh5ICM8O3Q&oh=00_Aftj2FbkK9mV0JS-zqxj4SDdkp2wUUV88eo3W70xNSZn0Q&oe=69995732
653848224452218,Location,Appartement S+1,1 100 TND A louer un Appt meublé S+1 - L'aouina Tunis,1 100 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/622439753_4133114800233582_158607006720279191_n.jpg?stp=c0.106.960.960a_dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=KOLvOSfRtGIQ7kNvwEmCpPX&_nc_oc=Adkk_5LDYBw7PnZdqPVkoaSnjwzavrFCYS7PEbBOF-txzQePLlnSpXXzQa0y-V5oidw&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=lRbh_AQTclRTQh5ICM8O3Q&oh=00_Aft5z0D9XtN6bkBcAHv5lJ5CpXUCJIxCnBIjtPKVlOuN_w&oe=699949AB
2653458574994141,Location,Appartement,450 TND Un appartement à louer Bizerte,450 TND,TND,Bizerte,Bizerte,Bizerte,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/630646305_843459928742791_7512465390542086633_n.jpg?stp=c200.0.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=N1a5ViI738wQ7kNvwHv_fSA&_nc_oc=AdmO9_2bgvpRyF5NuBr8DHdlby8SVZRoZqLGXE_FxdPwLJh4FGOUxrZFWGatjKYEs9Q&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=lRbh_AQTclRTQh5ICM8O3Q&oh=00_Afvlq6C8HnLSUpIYcQxaObfMOVTtuTAQ_zAAE8D6PU3Fpw&oe=6999610D
2616667982040644,Location,Appartement S+2,Gratuit S+2 bord de mer La Marsa La Marsa,,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/626927629_1156452456565560_3169963568292053735_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=ikImborsnq4Q7kNvwH9ejKP&_nc_oc=AdmDDyec2rR7fie69iwE6jvAb50tBMb9ObNIZMt0FhhDosO0iCEJHmMV3ypmhieEAGU&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=lRbh_AQTclRTQh5ICM8O3Q&oh=00_Afvz28vwjoO-pbAUI8jbM1McGoI0sZmrBqLXAHE0eavBkA&oe=699965D7
2317991488694880,Location,Autre,300 TND أستوديو مؤثث للكراء s+0 Bizerte,300 TND,TND,Bizerte,Bizerte,Bizerte,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/626743629_1595153974848021_6559831404379761937_n.jpg?stp=c33.0.194.194a_dst-jpg_s194x194_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=CdvVgvCmivIQ7kNvwGuaZsO&_nc_oc=AdkB9JMsUAweyN-vR_piR_Nei-JodS15oHw3oHcuLVBVfDYEhurwri7-e6lOBaM3YDo&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=hSW-0GeyB--nCsFT1eJuVA&oh=00_AftZ1pghHzk145uy-EravjYCfnxroFNnH9gofYGqIrBpOg&oe=69996B2B
894885199556465,Location,Appartement S+4+,Gratuit A louer ville S4 par jour La Marsa,,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/618375872_122284528556193474_133701848435664560_n.jpg?stp=c0.132.1200.1200a_dst-jpg_s261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=454cf4&_nc_ohc=gSFFCNIuW4wQ7kNvwGS9Kmu&_nc_oc=AdlSNa-XzWIYRT5JbXTfxN-ih7f87SOiVBV5CpoajojtUsSS5FeMH4wb9WfIYrAFHbg&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=hSW-0GeyB--nCsFT1eJuVA&oh=00_Afv2qHo8kPPeClDVw2eKPz1KL2T3mZuRpCS7mN_Iy7nZDQ&oe=69996094
2061535678037457,Location,Appartement S+1,"1 350 TND ✨ À louer : Magnifique S+1 spacieux à Ain Zaghouan Nord ✨ Carthage, Tunis, Tunisia",1 350 TND,TND,Ain,Tunis,"Ain, Tunis",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/615838662_906943051898043_3313002664576424726_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=92e707&_nc_ohc=2njbh3E_ljcQ7kNvwFbEv-0&_nc_oc=AdnNNRwz3_mE0W5wU4kn2p68fuXVu5uj3A6JXvHzdVYzoRCZ2RBWAA4OEZ1MYdoPtE8&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=hSW-0GeyB--nCsFT1eJuVA&oh=00_AfvjuqWvVN_L7CpYzFR4KuwRRX7ljJpTh0G_MqEhIFKD4A&oe=6999380F
1874372533208448,Location,Autre,50 000 TND Fond de commerce lac 2 (tout commerce) Tunis,50 000 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/633925281_928108559672151_2918313109789326160_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=92e707&_nc_ohc=x7cQt7BBr6IQ7kNvwFsh0Nl&_nc_oc=AdmMKwIzNwQqhzu55pr0NhPpTKkDmTQ7ZJyWO1CsqU_SZHU47Q70dYgOlUZFP2sC6H4&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=hSW-0GeyB--nCsFT1eJuVA&oh=00_Afv0C2OTdwQtvdvuAUMoqrb9oAwh8fmaMohJOjsZZM6ccA&oe=69993C11
4465952457024517,Location,Appartement S+1,90 TND Appartement s1 a louer a afh mrezgua hamamet nord Hammamet,90 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/586489190_1166493235025945_8136793442020695162_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=103&ccb=1-7&_nc_sid=92e707&_nc_ohc=T3Y8l3dnIikQ7kNvwEK6Ryi&_nc_oc=AdlR5xAqSX3KoICbtRZd--DgiCwOi63NGTReKN-8g7P67fAG8MJK5JB0CFesIVAjMBo&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=hSW-0GeyB--nCsFT1eJuVA&oh=00_AftU4h59BU4npyEvA08QTCAS0fZJ21pGGB11UA35rFTrog&oe=699958A5
634306879683837,Location,Maison/Villa,200 TND 230 TND Villa à Tabarka à louer par jour,200 TND,TND,Tabarka à louer par jour,Tunis,"Tabarka à louer par jour, Tunis",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/571192028_598119053329224_1947936233623476966_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=92e707&_nc_ohc=d6Q-3BFKcMQQ7kNvwGoOP09&_nc_oc=AdlKxDbQHSnCESYeNZXEv-T4zn6CqRA2bT-_DVAvObE76E1NgaOEHpvePl9Du0jZaR0&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=hSW-0GeyB--nCsFT1eJuVA&oh=00_Afv_2fa8-8uGHGpvPPqhrHHjUryMQjg4zhvI4hK8K7WrUg&oe=69994FF9
1096762612351326,Location,Autre,100 TND Apparemment meublée par jour au Bardo pour couple 👩‍❤️‍💋‍👨 contacter 📞20136700 Tunis,100 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/594511979_2501532210242727_5128388086980163430_n.jpg?stp=c249.0.582.582a_dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=z84kFT9eSh8Q7kNvwGq7GIk&_nc_oc=AdmDs3dJUxqgejZq59YaBg0iwYCs_ONDz_9VnEjlYEFkFn_cogMxl8NkTs2ZDEl0xvM&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=hSW-0GeyB--nCsFT1eJuVA&oh=00_Aft7M9zU-xWrS1cDFC8Y3uxA-RPSslnvsU7KtIjZCMfc4w&oe=69995AB1
1549004586318251,Location,Autre,980 000 TND عمارة تونس العاصمة Tunis,980 000 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/616179005_2647204388993473_7564969246131425169_n.jpg?stp=c0.258.640.640a_dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=GSYoHS8u9IQQ7kNvwHFW1td&_nc_oc=AdnVpiW71gGq7fXykJSH3Nqz58LT2UUh82Msd5kKVyb6Jml3VV7A-avlnKSsGYU0B-E&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=hSW-0GeyB--nCsFT1eJuVA&oh=00_AfuaDktVVNAhb6dem-vEtjzmF-GeIUvgCTRRINunkgV51Q&oe=69996E66
853031057696542,Location,Autre,1 TND 🏠𝐉𝐚𝐫𝐝𝐢𝐧 𝐝'𝐞𝐥 𝐌𝐞𝐧𝐳𝐚𝐡 2; 𝐚̀ louer Appt 𝐒+1 Bien situé🏠 Ariana,1 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/616811417_25741112902151377_9209622564250104929_n.jpg?stp=c0.82.744.744a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=x7xQBD5RSd8Q7kNvwEC-cjM&_nc_oc=AdlKvam1x7_7BPdOHirwEgG7KzWiUrNwKCm34jKfflbtu84SpkvF4VmrINdE_DuV5Ao&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=hSW-0GeyB--nCsFT1eJuVA&oh=00_AfsdmdjOF0LMtjAmyEn3eGfe-XUvmWJXVFEOL9-quI8k-Q&oe=69994F80
855453457268074,Location,Appartement S+2,1 100 TND A louer s+2 l' aouina 4 ème étage La Soukra,1 100 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/632706224_911842234924533_2771693139439891916_n.jpg?stp=c0.106.1080.1080a_dst-jpg_s261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=454cf4&_nc_ohc=4K2dCKVSuUkQ7kNvwGFdoyw&_nc_oc=Adm3g1-heA3hfjwAtk0b5QNK63LzyxX9L7Vw7JunEMePlVtv-L-22kJ3Pzwgvy7xZcs&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=hSW-0GeyB--nCsFT1eJuVA&oh=00_Afusjg81LCjJKKK_rvT5YncPXJH6J5GhW7rSMWYc8jeYqg&oe=6999577F
2086250412174759,Location,Appartement S+2,1 200 TND A louer Appartement S2 meublée à laffayet Tunis,1 200 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/628456510_1259470599661312_6607887968124079185_n.jpg?stp=c160.0.960.960a_dst-jpg_s261x260_tt6&_nc_cat=108&ccb=1-7&_nc_sid=454cf4&_nc_ohc=Oy-CpwFPcxMQ7kNvwFWcMDr&_nc_oc=AdkdF54ER7ovPEm-HRhnV7nbcS8YF0vKOqvDG4dn2UQYxKCPx0YywWIFtEw3sFQnrN8&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=z0jqePxvXVol4UdcpS4THw&oh=00_AfshKyBljExR7HEZUjMkUpxQ4oPyLfTA1rMSOjM-efTasw&oe=69993CF5
1389650349352834,Location,Autre,"1 550 TND Jardin de carthage Carthage, Tunis, Tunisia",1 550 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/594061463_800704829590780_6893226707425507569_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=92e707&_nc_ohc=v2dzEKovRKkQ7kNvwHNoOWH&_nc_oc=AdnqFI1bIi38uxf8VCQsb_fRMXvHRQYLyZZRkuEcgopiEm92T7D9gRm_J0X2wP_0SdY&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=z0jqePxvXVol4UdcpS4THw&oh=00_AftIEYLw4-LbRc4u9zDYRJD8wXqYfoN9YHENESPehEQx0g&oe=699961D3
1537575087274281,Location,Appartement S+2,2 000 TND A louer S+2 Ain Zaghoun Nord Tunis,2 000 TND,TND,Zaghoun,Tunis,"Zaghoun, Tunis",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/591591282_1380387170309426_738991997377294902_n.jpg?stp=c0.83.750.750a_dst-jpg_s261x260_tt6&_nc_cat=104&ccb=1-7&_nc_sid=454cf4&_nc_ohc=_t082fM7KfUQ7kNvwEyoT-W&_nc_oc=AdlvNbR1Ygew18Sfiy-yr8N5y3e-Yj3At80_wCYg5dhBcPDYNi27_pgclSF_jOQhxpQ&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=z0jqePxvXVol4UdcpS4THw&oh=00_AftLf4zmx7t8aeq0eHgPOWAGpaPUOtJE8RKrT251SrfpIQ&oe=69995878
926246503105614,Location,Autre,500 TND À louer dépôt a la soukra La Soukra,500 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/629919648_1459993465526357_194233348902461935_n.jpg?stp=c0.43.261.261a_dst-jpg_p261x260_tt6&_nc_cat=106&ccb=1-7&_nc_sid=92e707&_nc_ohc=j-YOPhxXmCkQ7kNvwGWYSIz&_nc_oc=AdkW-lwThJiILBeMiC7aFe2fk0sV8PW7X72qJSBTXvxAMIhUQtiDChl4N9qEAW831Kw&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=z0jqePxvXVol4UdcpS4THw&oh=00_AftbYUKwAZCypjULSdwFVCHnPOEIN4cBeLYjGpGQ_2Br0g&oe=699941ED
2528210704357708,Location,Bureau,850 TND Bureau manar 2 Ariana,850 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/633493207_2709527422767557_291547444475994334_n.jpg?stp=c0.83.756.756a_dst-jpg_s261x260_tt6&_nc_cat=109&ccb=1-7&_nc_sid=454cf4&_nc_ohc=fwjbBscfqRYQ7kNvwEUJMkK&_nc_oc=Adm2Zrc6woj_XblFhOdj6hJrQjLvGEbz-MIYbJb_9vtbjKujCxnqtLfsk3s1oEFd3dk&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=z0jqePxvXVol4UdcpS4THw&oh=00_Afte4fqg0h_mIP4JLV64hcPaGZXR7Az5IXZ5uJeUYuqGQg&oe=69994F24
1218960336237763,Location,Appartement S+2,2 TND ✨ Appartement S+2 à louer – Jardins de Carthage Le Kram,2 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/629997120_4322442751361013_476863591544528591_n.jpg?stp=c136.0.821.821a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=lDIvbMrdWmQQ7kNvwE2gfgo&_nc_oc=Adn_foA6CeMzEtLcIcX1Gjwk4JONWg2hjr27Q0yEvNq0y2FWwBmrsLXnv9gonFY4X_U&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=z0jqePxvXVol4UdcpS4THw&oh=00_AfvNFeYLg3A8ZYEMIzGi-4HNIBwO_hRvq5h3zExwtL2aOw&oe=69996636
1409137864329929,Location,Appartement S+2,340 000 TND À vendre – Appartement S+2 à La Nouvelle Soukra La Soukra,340 000 TND,TND,La,Tunisie,"La, Tunisie",https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/622727381_1576121593621002_2476313633757180234_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=107&ccb=1-7&_nc_sid=92e707&_nc_ohc=FqLgd0iZcugQ7kNvwEwpMXa&_nc_oc=Adm8y7C5vtSOCkGuzs2SFslFQbdHo8fJ5NQApvh6cEi0ASwWuHdsp79BJGeH_8OVW20&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=z0jqePxvXVol4UdcpS4THw&oh=00_Afu5OdGEU9xRrhPBA241NaxY3HP4jKSkpvteH3YO6zNMeg&oe=69993E28
879030081524483,Location,Autre,80 TND Tunis centre boulevard 9 avril proximité hopitaux centre ville à louer s/1 meublé courte durée Tunis,80 TND,TND,Tunis,Tunis,Tunis,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/622870131_1430761911863727_5150940070755560072_n.jpg?stp=c568.0.928.928a_dst-jpg_s261x260_tt6&_nc_cat=100&ccb=1-7&_nc_sid=454cf4&_nc_ohc=UUH8I_HPLZwQ7kNvwE08nvD&_nc_oc=AdkuVW9i27r1j0Um2tIzcvLIQt_BWEpJa32EeOtkBbiRj9Fk8fZhYb4uvsoYnJgb2Tc&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=z0jqePxvXVol4UdcpS4THw&oh=00_AftzuXfOxL6m0F3woYcFX6ILcK7j3OgGnowHAh3fpVkL3Q&oe=69996A36
1997128904201685,Location,Bureau,1 600 TND Bureau accueil avec 2 bureaux lac 1 Le Kram,1 600 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.84726-6/634953517_1234953914689478_552557654052723208_n.jpg?stp=c43.0.260.260a_dst-jpg_p261x260_tt6&_nc_cat=101&ccb=1-7&_nc_sid=92e707&_nc_ohc=B2Ov5CZ44AAQ7kNvwFk_NUO&_nc_oc=AdlzZL3HwenUKAGgW8LrKyDscILLiImSYFEurz6lXfV6yoe-Jm5mplQMUwg_7r1n0Vg&_nc_zt=14&_nc_ht=scontent.ftun9-1.fna&_nc_gid=z0jqePxvXVol4UdcpS4THw&oh=00_Afvq7Mj5TvRWYwLlZDrt7k-jt6EiMJI4Yw9_RWMLeWSfnw&oe=69994454
728570243076985,Location,Appartement S+2,650 TND منزل للكراء بالاثاث في الخروبة (حمامات) مقابل كارفور عليً الطريق الرئيسية s+2 Hammamet,650 TND,TND,Non spécifié,Tunisie,Tunisie,https://scontent.ftun9-1.fna.fbcdn.net/v/t45.5328-4/595528551_1043382507921438_7275564846801456558_n.jpg?stp=c0.96.261.261a_dst-jpg_p261x260_tt6&_nc_cat=102&ccb=1-7&_nc_sid=247b10&_nc_ohc=Fck7OQdAdRIQ7kNvwEvs0D-&_nc_oc=AdmCM0NRZ98wweyCFCMkvTZTe5x3CLMJWqukfPGESLtrgXJ35sMn5jcuGfRvlMXFxto&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=z0jqePxvXVol4UdcpS4THw&oh=00_AfuAttlaYn_Q337zkjwVkQzCVnHGu2886XadaEr3g5V26g&oe=69995619
2481282145600161,Location,Studio,700 TND Studio S1 Menzeh 9 Ariana,700 TND,TND,Ariana,Ariana,Ariana,https://scontent.ftun9-1.fna.fbcdn.net/v/t39.30808-6/606025224_10229793700178636_3834207888182632576_n.jpg?stp=dst-jpg_s261x260_tt6&_nc_cat=111&ccb=1-7&_nc_sid=454cf4&_nc_ohc=fY7o1VhAGBQQ7kNvwFVTr5X&_nc_oc=AdkNKZ7REM2mh9vpYpGpfw87FfHGMXiKhpF-O4HFpYtJcoGnz2xkXRejv8M7hWti0jM&_nc_zt=23&_nc_ht=scontent.ftun9-1.fna&_nc_gid=er1-bxam3-ra1FM6phgecw&oh=00_AftkYIfngaP2ICCkz-xhwpqLvTncV9XLxIa709HsithyvQ&oe=69996B1B
