idx;image_url;standing;standing_confiance;etat;etat_confiance;a_valider
471;https://www.mubawab-media.com/ad/8/290/691F/h/WhatsApp%20Image%202026-01-23%20at%2012.00.21%20%288%29_81829679.avif;3;0.344;1;0.511;1
472;https://www.mubawab-media.com/ad/8/294/567F/h/gallery_81870188.avif;2;0.335;1;0.51;1
473;https://www.mubawab-media.com/ad/8/293/280F/h/thumb_1267063_property_large_81856528.avif;2;0.336;1;0.509;1
474;https://www.mubawab-media.com/ad/8/296/962F/h/thumb_1270795_property_large_81898715.avif;3;0.341;1;0.509;1
475;https://www.bnb.tn/wp-content/uploads/2023/10/WhatsApp-Image-2021-12-22-at-17.36.31-3-300x300.jpg;3;0.338;1;0.511;1
476;https://www.mubawab-media.com/ad/8/294/069F/h/Unknown-1_81864796.avif;2;0.344;1;0.518;1
477;https://www.mubawab-media.com/ad/8/235/832F/h/fb875a0a-446b-4ff0-8934-b5329c66853c_81640723.avif;3;0.336;1;0.514;1
478;https://www.mubawab-media.com/ad/8/215/913F/h/IMG_8284_81026118.avif;2;0.335;1;0.513;1
479;https://www.mubawab-media.com/ad/8/258/943F/h/Screenshot_2025-11-25-17-20-26-390_com.miui.gallery_81476966.avif;1;0.334;1;0.504;1
480;https://www.mubawab-media.com/ad/8/122/419F/h/thumb_1065824_property_xlarge_80070568.avif;2;0.338;1;0.508;1
481;https://www.mubawab-media.com/ad/8/111/239F/h/thumb_1053759_property_xlarge_79956947.avif;3;0.338;1;0.512;1
482;https://www.mubawab-media.com/ad/8/162/970F/h/c8abce68-88e0-46c8-9c58-b4c90aa498bd_80489976.avif;2;0.338;1;0.517;1
483;https://www.bnb.tn/wp-content/uploads/2026/02/1-41-300x300.jpeg;3;0.344;1;0.521;1
484;https://www.mubawab-media.com/ad/8/291/198F/h/thumb_1265276_property_large_81835027.avif;2;0.338;1;0.516;1
485;https://www.mubawab-media.com/ad/8/273/820F/h/IMG-20251226-WA0011_81685776.avif;2;0.337;1;0.503;1
486;https://www.mubawab-media.com/ad/8/240/994F/h/1000269699_81296323.avif;3;0.337;1;0.513;1
487;https://www.mubawab-media.com/ad/8/287/221F/h/thumb_1240521_property_large_81793021.avif;3;0.342;1;0.514;1
488;https://www.mubawab-media.com/ad/8/298/836F/h/4e57213a-f893-4746-b1fc-0487d5f80783_WhatsApp%20Image%202026-02-06%20at%2012.23.04%20PM_81920927.avif;2;0.337;1;0.516;1
489;https://www.mubawab-media.com/ad/8/284/198F/h/manar3%20hela_81761646.avif;1;0.337;1;0.503;1
491;https://www.mubawab-media.com/ad/8/289/373F/h/e5df5e2e-77bf-443f-af07-ceb85be5b3cd_1c920ebc-9288-4bff-a829-42bde60e5095_81815824.avif;3;0.335;1;0.515;1
492;https://www.bnb.tn/wp-content/uploads/2023/12/maison-3a9iba-300x300.jpg;1;0.337;1;0.513;1
493;https://www.mubawab-media.com/ad/8/258/441F/h/thumb_1215051_property_large_81471630.avif;3;0.337;1;0.515;1
494;https://www.mubawab-media.com/ad/8/284/338F/h/1000035455_81762983.avif;2;0.335;1;0.512;1
496;https://www.mubawab-media.com/ad/8/303/577F/h/thumb_1278936_property_large_81969448.avif;2;0.335;1;0.502;1
497;https://www.bnb.tn/wp-content/uploads/2023/03/IMG_4969-300x300.jpg;3;0.344;1;0.518;1
498;https://www.mubawab-media.com/ad/8/224/415F/h/thumb_1148054_property_xlarge_81525080.avif;2;0.336;1;0.518;1
499;https://www.mubawab-media.com/ad/8/291/127F/h/1000120460_81834322.avif;3;0.338;1;0.517;1
