id;source;type_texte;numero;date_publication;date_jort;numero_jort;ministere;domaine_juridique;risque_conformite;obligations_legales;penalites_potentielles;textes_references;titre;type_operation;contenu_resume;acteurs;mots_cles;zone_geographique;superficie_m2;superficie_texte;titre_foncier;tpd;beneficiaire;destination;prix_cession_TND;double_marche_dinars_devises;investissement_etranger;logement_social;zone_industrielle;commission_pct_min;commission_pct_max;montant_TND_min;montant_TND_max;unite_tarif;negociable;gouvernorat_stats_logements_milliers;gouvernorat_pct_parc_national;gouvernorat_augmentation_nette_2014_2024_milliers;gouvernorat_taux_croissance_10ans_pct;gouvernorat_pression_immobiliere;taux_logements_occupes_pct;taux_branchement_electricite_pct;taux_branchement_eau_pct
"opérations.""";Non spécifié;;Tunis;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_4;droits_reels;article;4;;;;;Pratiques d'Agences Immobilières;FAIBLE;Carte professionnelle ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ordonnance; parmi les magistrats de cette juridiction; le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
président de la commission cadastrale de chaque cheikhat.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Par la même voie; il répartira le territoire du cheikhat après;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
étude topographique préalable des lieux; en autant de secteurs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
qu'il le faudra et désignera pour chacun d'eux un juge-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
commissaire.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le juge–commissaire; assisté d'un secrétaire greffier et d'un;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
technicien assermenté du service topographique; procède; en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"présence du c""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_5;droits_reels;article;5;;;;;Urbanisme / Construction;FAIBLE;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
appartenant au même propriétaire un procès-verbal d'enquête et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de délimitation dans lequel sont consignées toutes les;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prétentions et revendications. Au cours de cette délimitation; il;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
est procédé à l'établissement d'un croquis visuel devant servir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ultérieurement à la confection du plan.""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_6;droits_reels;article;6;;;;;Pratiques d'Agences Immobilières;ÉLEVÉ;Carte professionnelle ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
délimitation de son secteur; il dresse un état général des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
immeubles recensés par lui avec le nom des possesseurs ou des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
propriétaires présumés et; le cas échéant; celui des opposants.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Cet état est tenu à la disposition du public au siège de la justice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cantonale et au siège de la délégation. Son dépôt est annoncé;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
par avis inséré au Journal Officiel de la République Tunisienne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
par voie de presse et par la radio. Dans le mois qui suit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l'i""";propriétaire;;Tunis;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_7;droits_reels;article;7;;;;;Pratiques d'Agences Immobilières;ÉLEVÉ;Carte professionnelle ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
oppositions que le président de la commission cadastrale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
aura estimé que la situation juridique n'a pas été déterminée de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
façon suffisamment précise pour pouvoir prononcer lui-même;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l'immatriculation; il transmettra le dossier au tribunal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
immobilier. La cause sera appelée en audience foraine à la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
justice cantonale; les parties dûment convoquées au moins huit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jours à l'avance.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le tribunal; composé de trois membres; statuera en audience;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"p""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_8;droits_reels;article;8;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
intéressé; la clôture des opérations cadastrales sera prononcée par;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ordonnance du président du tribunal immobilier et portée à la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
connaissance du public par insertion au Journal Officiel de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
République Tunisienne; affichage au siège de la Délégation et au;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
siège de la Justice Cantonale par voie de presse et par la radio.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Rectificatif paru au JORT du 6 mars 1964; p. 268.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
A compter de cette publicité;" les titres traditionnels af""";Non spécifié;;Tunis;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_9;droits_reels;article;9;;;;;Réglementation Générale;MOYEN;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
les zones qui font l'objet d'une procédure administrative;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d'apurement foncier ou d'aménagement agricole; jusqu'à;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l'achèvement de cette procédure.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_2;droits_reels;article;2;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mai-79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"mai 1979).""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_11;droits_reels;article;11;;;;;Réglementation Générale;ÉLEVÉ;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
particuliers conservent le droit de saisir le tribunal immobilier;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
par voie de réquisition normale; de toute demande;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d'immatriculation; à condition qu'elle soit afférente soit à un;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
immeuble urbain; soit à un immeuble rural sis en dehors d'un;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
périmètre ayant fait l'objet d'un arrêté d'ouverture des opérations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"cadastrales.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_12;droits_reels;article;12;;;;;Réglementation Générale;ÉLEVÉ;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ruraux et pendantes au jour de l'arrêté d'ouverture des opérations;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cadastrales du ckeikhat dans le ressort duquel sont situés les dits;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
immeubles seront instruites selon la procédure cadastrale.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"141""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_13;droits_reels;article;13;;;;;Pratiques d'Agences Immobilières;FAIBLE;Carte professionnelle ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
immeuble compris dans une zone cadastrale sont;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
postérieurement à la publication de l’arrêté d'ouverture des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
opérations cadastrales de la compétence de la commission;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cadastrale.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tous les litiges possessoires ou pétitoires portant sur un;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
immeuble compris dans une zone cadastrale et encore pendants;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
devant les juridictions de droit commun au jour de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
publication de l'arrêté d'ouverture des opérations cadastrales;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"feront l'objet d'une décision d""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_14;droits_reels;article;14;;;;;Urbanisme / Construction;ÉLEVÉ;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
frappé d'expropriation pour cause d'utilité publique; la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
collectivité publique expropriante doit en requérir;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l'immatriculation immédiate à son profit par une simple requête;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
indiquant les références du décret d'expropriation. Cette requête;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
est adressée au président du Tribunal Immobilier avec une copie;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
certifiée conforme du plan parcellaire d'expropriation et la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
justification de l'accomplissement des formalités exigées par le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"décret du 9 mar""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_2;droits_reels;article;2;;;;;Pratiques d'Agences Immobilières;ÉLEVÉ;Carte professionnelle ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le président du tribunal immobilier transmet les documents;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
précités dans un délai de huit jours à dater de leur réception au;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
président de la commission cadastrale compétente aux fins de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
bornage et de délimitation de l'emprise d'expropriation. Ces;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
opérations doivent être effectuées dans un délai d'un mois; à;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l'expiration duquel le président de la commission cadastrale;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prononce l'immatriculation au profit de la collectivité publique;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
expropriante.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"L'immatriculation pron""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_2;droits_reels;article;2;;;;;Réglementation Générale;ÉLEVÉ;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
(17 moharrem 1358); relatif à l'expropriation pour cause;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"d'utilité publique.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_40;droits_reels;article;40;;;;;Urbanisme / Construction;ÉLEVÉ;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31 décembre 1999 portant loi de finances pour la gestion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31 décembre 1999 portant loi de finances pour la gestion;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2000).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Il est institué au profit du «fonds de soutien de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
délimitation du patrimoine foncier » une contribution aux frais;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
des opérations de l’immatriculation foncière obligatoire à la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
charge des propriétaires bénéficiaires de ces opérations.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le montant de cette contribution est fixé comme suit :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
- 20 millimes par mètre carré pour les terrains situés dans;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
les plans d’aménagement urbain et les périmètres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"d’interventio""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_16;droits_reels;article;16;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
propriété; soit en donnant une fausse origine à ses droits; soit en;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
omettant de dénoncer ses copropriétaires ou les charges grevant;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"l'immeuble sera passible des peines prévues à l'""";propriétaire;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_17;droits_reels;article;17;;;;;Pratiques d'Agences Immobilières;FAIBLE;Carte professionnelle ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
par les agents de la commission cadastrale sera passible des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"peines prévues à l'""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_2;droits_reels;article;2;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1308).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
L'opposition aux opérations cadastrales est passible des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"peines prévues à l'""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_3;droits_reels;article;3;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"1308).""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_18;droits_reels;article;18;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
la révision des titres possessoires délivrés à la suite des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cadastres antérieurs et à leur remplacement par des titres;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
er;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fonciers conformément à la procédure instituée au titre 1 du;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"présent décret-loi.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_19;droits_reels;article;19;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
notamment le décret du 23 janvier 1935 (19 chaoual 1353);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"relatif au régime de la propriété foncière non immatriculée.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_20;droits_reels;article;20;;;;;Urbanisme / Construction;FAIBLE;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
aux Finances; à l'Agriculture et aux Travaux Publics et à;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l'Habitat sont chargés; chacun en ce qui le concerne; de;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
l'exécution du présent décret-loi qui sera publié au Journal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Officiel de la République Tunisienne.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Fait à Tunis; le 20 février 1964 (7 chaoual 1383).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Le Président de la République Tunisienne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HABIB BOURGUIBA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MISE A JOUR DES TITRES FONCIERS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Loi n° 2001-34 du 10 avril 2001; portant mise à jour des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"titres fonciers """;état tunisien;;Tunis;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_2;droits_reels;article;2;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n° 98-30 du 20 avril 1998 ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
procédures tendant à la mise à jour des titres fonciers et;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
continue à en connaître après l’expiration de l’effet de la loi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n° 98-30 du 20 avril 1998; portant prorogation de l’effet des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dispositions transitoires légales afférentes à la mise à jour des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
titres fonciers; et ce; jusqu’à l’entrée en vigueur des dispositions;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Travaux préparatoires :;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Discussion et adoption par la chambre des députés dans sa séance du 19;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mars 2001.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"affér""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_2;droits_reels;article;2;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
articles du code des ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
la loi n° 92-46 du 4 mai 1992 modifiant et complétant certains;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
articles du code des droits réels;" à l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_2;droits_reels;article;2;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
du 4 mai 1992 modifiant l ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"du 4 mai 1992 modifiant l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_581;droits_reels;article;581;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"des contrats et à l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_2;droits_reels;article;2;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
modifiant l ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"modifiant l’""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_204;droits_reels;article;204;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_3;droits_reels;article;3;;;;;Réglementation Générale;ÉLEVÉ;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n° 98-30 du 20 avril 1998 portant prorogation de l ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
fonciers à l’exception de ceux créés en exécution des jugements;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ordonnant l’immatriculation après l’entrée en vigueur de la loi;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
n° 98-30 du 20 avril 1998 portant prorogation de l’effet des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dispositions légales afférentes à la mise à jour des titres fonciers;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
et à l’exception des titres fonciers mis à jour en application des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"dispositions de la présente loi.""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_4;droits_reels;article;4;;;;;Réglementation Générale;FAIBLE;Respect législation en vigueur ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chambre des titres gelés soit par l’intermédiaire du juge du livre;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
foncier; chacun dans la limite de sa compétence; des demandes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
de mise à jour des titres fonciers introduites par toute personne;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ayant intérêt pour agir.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
La demande est portée devant le siège du tribunal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
immobilier dans le ressort duquel l'immeuble est situé par le;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ministère d'un avocat près la cour de cassation ou près les cours;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"d'appel ou par le Chef du contentieux de""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_5;droits_reels;article;5;;;;;Droits Réels / Propriété;FAIBLE;Immatriculation foncière ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
titres fonciers; de la situation juridique et matérielle des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
immeubles immatriculés.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Il connaît aussi de toutes les difficultés résultant du défaut;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
d’accomplissement des formalités légales requises auprès de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
conservation de la propriété foncière et des demandes tendant à;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
passer outre ces formalités ou faciliter l’accomplissement des;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
opérations requises.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Il ordonne qu’il soit fait mention aux titres fonciers de la;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"chaîne des mutati""";Non spécifié;;National;;;;;;;;False;False;False;False;;;;;;False;;;;;;;;;;;;;;;;;;;;;;;
droits_reels_art_6;droits_reels;article;6;;;;;Urbanisme / Construction;ÉLEVÉ;Permis de construire obligatoire ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
